년,지역,면적 (ha),10a당 생산량 (kg),생산량 (톤),sp평균상대습도(%),sp최소상대습도(%),su평균상대습도(%),su최소상대습도(%),fa평균상대습도(%),fa최소상대습도(%),sp평균현지기압(hPa),sp평균해면기압(hPa),sp최고해면기압(hPa),sp최저해면기압(hPa),su평균현지기압(hPa),su평균해면기압(hPa),su최고해면기압(hPa),su최저해면기압(hPa),fa평균현지기압(hPa),fa평균해면기압(hPa),fa최고해면기압(hPa),fa최저해면기압(hPa),sp합계일조시간(hr),sp합계전천일사량(MJ/㎡),su합계일조시간(hr),su합계전천일사량(MJ/㎡),fa합계일조시간(hr),fa합계전천일사량(MJ/㎡),sp평균기온(℃),sp최고기온 평균(℃),sp최저기온 평균(℃),sp강수량(mm),su평균기온(℃),su최고기온 평균(℃),su최저기온 평균(℃),su강수량(mm),fa평균기온(℃),fa최고기온 평균(℃),fa최저기온 평균(℃),fa강수량(mm),sp평균풍속(m/s),sp최대풍속(m/s),su평균풍속(m/s),su최대풍속(m/s),fa평균풍속(m/s),fa최대풍속(m/s)
1989,강원도,602,1990,11980,71.5,26.5,81.3,36.3,86.0,45.0,1016.8,1017.6,1033.1,1005.2,1010.8,1011.6,1020.4,998.1,1011.4,1012.1,1021.4,997.6,244.0,492.8,247.7,569.7,206.8,426.7,7.8,14.0,1.8,625.8,19.1,24.4,14.2,1666.6,20.4,25.2,16.2,1746.4,2.2,10.9,2.0,9.0,1.6,8.4
1989,경기도,2439,1500,36586,61.0,17.5,70.7,26.3,76.0,37.0,1012.2,1016.8,1029.6,1004.2,1005.6,1010.1,1018.1,998.3,1005.8,1010.2,1019.4,994.8,248.2,440.1,240.7,476.6,229.8,375.3,9.0,16.3,2.2,195.2,20.8,26.6,15.7,556.6,22.3,27.8,17.8,612.8,1.4,7.3,1.2,7.1,1.1,6.4
1989,경상남도,1285,1896,24361,68.0,20.0,80.7,37.3,84.5,45.0,1017.4,1019.4,1029.9,1006.0,1011.4,1013.2,1019.0,1000.6,1012.7,1014.8,1019.0,1001.0,261.1,521.4,259.5,525.7,211.8,431.0,10.8,17.6,4.8,595.2,20.9,26.3,16.4,2613.5,23.0,27.8,19.2,2486.2,1.8,9.1,1.7,9.1,1.5,8.8
1989,경상북도,31320,1399,438246,71.0,26.5,79.3,37.0,85.5,46.5,1016.0,1017.5,1033.5,1005.3,1009.9,1011.5,1020.3,1000.6,1010.0,1013.1,1021.4,998.6,272.1,426.9,262.0,498.8,227.1,411.2,9.4,15.9,3.2,728.8,20.0,25.4,15.1,1620.8,21.6,26.4,17.5,1807.4,2.4,11.2,2.1,10.2,2.0,9.5
1989,광주광역시,0,0,0,62.0,10.5,74.3,28.0,79.0,38.0,1007.6,1016.4,1027.4,1004.3,1001.4,1009.7,1017.4,998.1,1000.8,1009.0,1017.2,999.4,228.0,504.9,184.8,490.2,159.0,432.7,10.6,17.2,5.2,49.5,21.3,26.4,17.2,317.1,23.6,28.3,20.0,328.8,2.6,10.2,2.1,9.7,2.0,9.6
1989,대구광역시,366,1604,5872,58.5,19.0,71.0,24.0,74.5,31.5,1009.3,1016.6,1031.1,1005.2,1003.2,1010.2,1018.8,999.7,1003.6,1010.6,1019.8,998.4,222.6,473.3,186.7,496.1,156.2,416.9,11.6,18.2,6.0,67.2,22.1,27.7,17.4,152.1,23.6,28.2,19.8,173.1,3.2,12.9,3.1,10.1,2.9,10.0
1989,대전광역시,127,4102,5210,57.0,13.5,69.7,23.7,75.0,36.0,1008.0,1017.4,1029.6,1005.6,1001.5,1010.4,1018.4,999.6,1001.6,1010.5,1019.2,997.4,216.3,468.9,200.3,505.6,191.8,438.5,10.2,17.0,4.2,49.4,21.4,26.8,16.5,244.5,23.0,27.8,18.8,214.6,1.8,9.8,1.9,9.2,1.9,11.6
1989,부산광역시,0,0,0,65.5,20.0,77.0,35.0,79.0,43.0,1007.4,1015.9,1029.5,1004.2,1001.8,1010.1,1017.8,1000.0,1001.6,1009.8,1018.2,999.4,221.0,428.0,192.9,445.5,160.2,359.9,11.7,16.8,8.0,74.8,20.5,24.4,17.6,241.2,23.6,27.2,21.2,233.5,4.4,13.1,3.8,11.9,4.2,11.8
1989,서울특별시,3,2467,74,60.0,25.5,76.7,37.3,79.0,47.0,1006.2,1016.8,1029.6,1004.0,999.9,1009.9,1018.1,998.2,1000.2,1010.2,1019.4,995.8,218.8,443.8,198.8,484.8,189.5,387.6,10.2,15.6,5.6,65.4,21.2,26.0,17.1,187.2,23.1,27.4,19.3,215.3,2.7,12.0,2.4,9.6,2.2,9.8
1989,인천광역시,20,2467,493,62.0,19.5,74.0,30.7,75.0,31.0,1013.5,1016.8,1029.4,1004.2,1006.7,1009.8,1017.6,997.0,1006.8,1010.0,1019.0,995.4,237.0,460.2,253.4,526.5,208.5,440.7,9.0,14.0,4.0,109.8,20.0,24.9,16.1,233.1,22.4,27.2,18.2,438.5,3.8,12.8,2.9,10.2,2.4,11.5
1989,전라남도,246,1153,2835,69.5,23.5,82.7,38.3,83.5,43.5,1015.9,1018.1,1029.4,1006.4,1009.3,1014.0,1019.0,1000.5,1008.7,1012.8,1018.9,1001.5,260.6,511.6,240.4,518.0,223.0,462.7,10.7,16.6,5.6,264.5,20.6,25.0,17.0,1403.0,23.6,27.6,20.4,1408.1,3.0,11.4,2.3,12.3,2.5,11.4
1989,전라북도,809,1578,12770,75.0,25.5,81.7,41.3,83.5,46.5,1015.6,1019.9,1028.2,1006.1,1008.5,1013.1,1018.3,998.7,1008.2,1011.3,1018.6,998.8,282.6,483.5,271.3,512.5,249.4,433.9,9.1,16.0,3.0,426.8,20.5,26.0,15.9,1505.8,22.6,27.6,18.2,1513.8,2.0,8.6,1.7,8.2,1.5,8.8
1989,제주도,0,0,0,72.5,38.0,87.3,47.3,85.5,49.5,1016.6,1018.1,1027.2,1006.2,1010.2,1011.6,1017.1,998.8,1009.4,1010.8,1017.3,1001.2,217.1,456.8,215.1,529.0,178.9,476.5,12.4,16.2,8.7,260.7,20.8,24.0,17.8,711.2,24.5,27.6,21.8,836.2,4.4,13.5,3.2,12.3,3.5,12.0
1989,충청남도,4828,1670,80611,73.0,23.5,82.0,37.0,85.0,43.5,1014.6,1017.8,1028.6,1004.8,1007.8,1010.2,1017.6,998.9,1008.0,1010.0,1018.8,991.0,292.8,518.1,279.0,559.9,256.2,477.4,8.9,16.0,2.4,286.8,20.5,26.1,15.6,863.3,22.5,27.8,18.0,1134.0,1.8,9.0,1.6,9.1,1.5,11.1
1989,충청북도,4839,1177,56978,66.0,13.5,74.7,25.7,81.5,37.5,1009.6,1017.8,1031.6,1006.0,1003.5,1010.5,1018.9,999.8,1004.2,1011.2,1020.2,998.3,246.4,489.8,242.2,566.0,220.2,472.6,9.0,16.4,2.1,241.0,20.4,26.4,15.0,1069.6,21.8,27.3,17.1,936.2,1.8,8.9,1.6,8.3,1.5,8.7
1990,강원도,593,1223,7254,72.5,26.5,84.7,39.3,88.5,42.5,1017.2,1018.0,1028.9,1002.6,1009.5,1010.2,1020.1,994.4,1012.0,1012.8,1024.2,994.0,226.0,441.6,214.3,471.5,221.8,454.4,7.2,12.8,2.1,772.4,19.1,23.6,15.3,2399.2,21.3,26.4,17.3,3435.2,2.6,12.2,2.2,10.1,1.6,8.9
1990,경기도,2445,1135,27739,73.0,24.0,84.0,43.0,81.5,42.0,1013.0,1017.8,1027.1,1003.6,1004.3,1008.7,1017.3,994.3,1006.2,1010.5,1021.8,993.0,203.8,357.0,178.3,341.2,221.6,391.1,8.4,14.6,3.0,245.9,20.6,25.4,16.7,922.5,23.2,29.0,18.8,1341.2,1.6,8.4,1.2,6.9,0.9,6.1
1990,경상남도,1369,1510,20676,69.5,22.5,84.3,39.0,85.0,40.5,1020.1,1023.2,1028.8,1005.9,1012.4,1014.5,1019.8,998.7,1013.4,1015.5,1022.3,999.6,240.6,455.9,237.6,508.1,251.6,520.1,10.2,16.2,4.8,1192.7,21.7,26.6,17.5,2070.8,24.5,29.8,20.6,1667.4,2.0,9.6,1.8,9.2,1.5,8.2
1990,경상북도,32721,1303,426320,76.5,34.5,82.7,43.3,86.0,49.5,1016.8,1020.8,1028.8,1003.8,1008.9,1012.5,1021.0,996.0,1010.8,1014.3,1024.6,996.6,239.5,416.8,245.1,450.6,241.6,435.9,9.0,14.9,3.4,751.8,20.7,25.7,16.4,1854.4,23.0,28.3,18.8,1752.8,2.6,11.0,2.0,8.8,1.6,8.8
1990,광주광역시,0,0,0,68.0,19.0,76.0,31.7,77.5,31.5,1008.4,1017.2,1026.0,1004.8,1000.3,1008.7,1017.1,996.1,1001.7,1010.0,1019.8,995.8,200.0,444.4,176.4,469.3,192.4,458.6,10.2,15.8,5.2,70.5,22.2,26.8,18.4,212.5,25.0,30.2,21.0,213.0,2.6,13.4,2.4,9.2,1.8,10.1
1990,대구광역시,418,1119,4679,58.5,15.5,70.0,29.0,72.5,31.0,1010.2,1017.5,1028.2,1003.0,1003.3,1010.3,1019.5,996.8,1005.1,1012.0,1023.6,997.4,202.2,415.8,192.2,473.8,197.4,427.0,11.0,16.8,5.8,67.9,22.8,28.0,18.3,201.0,25.0,30.4,20.8,166.8,3.4,11.8,3.1,10.5,2.7,11.6
1990,대전광역시,130,2231,2900,62.0,15.0,74.7,30.0,74.5,33.5,1008.6,1018.0,1027.8,1004.4,1000.4,1009.3,1017.7,995.9,1002.1,1011.0,1022.0,994.6,190.2,426.1,157.7,475.7,193.2,461.6,9.6,15.2,4.6,73.6,21.8,26.5,17.8,241.9,24.4,29.4,20.1,183.3,2.4,11.8,2.0,8.4,1.6,8.4
1990,부산광역시,0,0,0,63.0,22.5,81.7,45.7,79.0,48.0,1008.2,1016.8,1027.0,1002.9,1001.2,1009.4,1018.2,996.7,1002.2,1010.4,1020.6,997.4,201.4,265.9,203.6,291.4,210.6,290.9,11.6,16.1,8.0,117.6,21.3,24.6,18.7,168.7,25.5,29.2,22.6,130.1,4.6,12.2,4.3,14.1,4.0,12.8
1990,서울특별시,3,0,0,64.5,22.5,80.0,40.7,79.0,47.0,1007.1,1017.7,1027.4,1003.8,998.8,1008.9,1017.3,995.1,1001.0,1011.0,1022.2,993.3,176.2,335.4,125.6,310.9,190.2,353.4,9.2,13.9,5.2,93.2,20.6,24.7,17.2,368.8,23.8,28.3,19.9,426.8,2.8,9.4,2.5,10.6,2.0,8.9
1990,인천광역시,16,120,19,70.0,18.0,83.7,41.0,79.5,41.0,1011.4,1017.5,1027.0,1003.4,1002.5,1008.5,1017.1,994.1,1004.4,1010.5,1021.6,992.8,193.6,401.1,155.0,418.6,217.0,488.2,8.2,12.6,4.3,179.0,19.4,23.1,16.6,683.0,22.9,27.3,19.2,824.8,4.0,13.7,3.2,13.1,2.2,14.6
1990,전라남도,270,680,1835,71.5,29.0,85.0,43.0,84.5,43.5,1016.8,1018.6,1028.2,1006.7,1008.3,1010.3,1018.8,997.9,1009.0,1011.0,1021.2,998.4,231.2,451.2,224.6,483.8,252.8,506.0,10.3,15.2,5.6,687.6,21.2,25.4,17.8,1370.0,24.8,29.4,21.2,925.0,3.2,12.4,2.5,11.6,2.3,10.0
1990,전라북도,959,1000,9594,78.5,31.0,86.0,45.0,84.5,46.0,1016.4,1019.1,1027.1,1004.6,1007.5,1010.3,1017.3,995.8,1008.7,1011.8,1020.2,994.2,232.4,412.1,243.3,454.0,260.5,453.1,8.7,14.7,3.4,519.3,21.2,26.2,17.1,1539.7,23.7,29.4,19.4,1187.2,2.0,8.9,1.9,8.0,1.4,7.9
1990,제주도,0,0,0,73.5,29.0,87.3,42.7,83.0,51.0,1017.6,1019.1,1026.4,1005.6,1009.4,1010.9,1017.1,997.4,1009.8,1011.2,1018.8,997.9,213.6,482.0,228.3,543.7,237.4,559.9,11.8,15.2,8.4,448.8,22.0,25.2,19.1,823.5,26.0,29.2,23.0,944.8,4.6,14.8,3.4,13.5,3.6,12.6
1990,충청남도,4932,1515,74701,80.0,32.5,85.3,41.3,84.0,47.5,1015.6,1018.1,1026.8,1003.6,1007.9,1010.7,1017.0,994.7,1008.8,1012.0,1021.2,992.9,245.8,435.0,232.1,408.8,241.4,463.6,8.5,14.6,3.0,404.5,20.9,25.7,17.0,1236.1,23.4,29.2,19.0,957.2,1.9,9.3,1.8,8.3,1.2,8.0
1990,충청북도,4977,1070,53230,73.0,18.5,84.7,34.7,83.0,35.5,1011.4,1018.6,1028.4,1004.6,1003.0,1009.9,1018.5,996.1,1004.8,1011.7,1023.0,994.6,200.6,453.2,183.1,531.0,223.2,460.4,8.4,14.8,2.6,371.4,20.8,25.8,16.4,1199.1,23.0,29.0,18.4,1269.7,2.1,9.6,1.6,8.7,1.4,8.0
1991,강원도,617,838,5168,70.5,28.0,79.3,39.7,89.5,50.5,1019.6,1020.3,1033.9,1005.0,1008.4,1009.1,1018.8,997.6,1012.1,1012.8,1023.8,1001.4,233.0,487.0,255.9,539.1,226.9,487.6,6.7,13.0,0.8,569.5,19.7,24.9,14.9,1785.2,20.0,25.2,15.8,1787.4,2.4,10.6,2.2,10.6,1.6,8.3
1991,경기도,2282,762,17382,66.5,18.5,77.0,32.0,78.5,39.5,1014.6,1019.8,1032.3,1004.5,1004.0,1009.3,1017.2,997.7,1005.8,1010.5,1020.7,997.0,238.6,409.9,236.1,421.3,223.0,389.0,8.2,15.3,1.8,172.7,21.1,26.7,16.2,739.9,22.3,27.9,17.8,480.0,1.4,8.4,1.2,8.9,1.0,6.4
1991,경상남도,1457,1182,17223,77.5,23.5,85.3,40.3,91.0,59.0,1020.5,1024.4,1032.7,1005.8,1008.1,1014.0,1019.0,995.8,1009.2,1011.2,1020.4,989.2,222.6,504.3,214.3,518.6,211.6,476.0,9.7,16.2,4.0,986.0,21.4,26.2,17.1,2440.5,22.7,27.4,19.0,2895.2,1.6,9.6,1.7,9.8,1.2,9.0
1991,경상북도,34099,1106,376966,76.5,35.0,84.7,52.7,90.0,67.5,1018.6,1022.2,1033.4,1005.4,1008.2,1011.6,1019.1,996.6,1010.4,1013.8,1022.5,998.0,248.0,444.1,250.8,511.2,225.1,422.4,8.3,14.6,2.4,755.2,20.6,25.6,15.8,1737.4,21.3,26.0,17.4,2342.4,2.4,11.3,1.9,9.9,1.8,10.1
1991,대구광역시,426,898,3827,59.0,13.5,65.3,25.7,73.5,33.5,1012.6,1020.0,1033.4,1005.0,1002.6,1009.5,1019.5,996.3,1004.6,1011.6,1022.0,993.0,205.2,446.0,185.4,497.6,168.2,412.3,10.4,16.6,4.8,86.2,22.6,27.7,18.1,184.0,22.8,27.3,19.0,218.3,3.2,12.3,3.2,12.4,2.8,9.2
1991,대전광역시,115,1692,1946,60.5,9.5,73.0,30.3,76.5,34.0,1009.8,1019.3,1032.6,1004.4,999.7,1008.7,1017.5,997.9,1001.6,1010.6,1020.6,994.9,195.2,451.9,179.6,285.5,178.9,476.0,9.2,15.8,3.5,79.4,22.0,27.0,17.3,164.7,22.8,27.6,18.5,178.6,1.8,9.3,2.0,9.8,1.7,9.2
1991,인천광역시,1,1400,14,63.5,17.0,76.7,27.7,73.5,31.0,1012.6,1019.2,1032.4,1005.0,1001.5,1007.8,1016.3,996.7,1004.0,1009.6,1020.2,997.4,244.0,462.4,220.9,489.4,269.3,446.2,7.7,12.8,3.3,95.7,20.1,24.3,16.6,395.0,22.4,27.0,18.6,221.3,3.3,13.6,3.1,13.6,2.2,11.2
1991,전라남도,234,662,1549,75.0,23.5,86.3,44.0,87.0,46.5,1017.3,1019.2,1032.7,1005.4,1007.6,1009.4,1018.3,998.2,1008.2,1010.2,1019.2,990.6,216.8,497.9,210.5,516.3,206.1,495.7,9.9,15.4,5.1,683.6,21.0,25.0,17.6,1211.4,23.3,27.4,20.2,970.6,2.8,12.0,2.3,11.5,2.4,12.4
1991,전라북도,982,787,7732,76.5,29.5,85.7,42.3,85.5,51.5,1017.4,1020.0,1032.2,1003.3,1006.8,1009.4,1016.6,997.2,1008.0,1011.0,1019.0,992.9,244.8,405.3,256.7,448.5,245.4,396.5,8.2,15.2,2.5,658.9,21.1,26.2,16.8,1401.4,22.4,27.6,18.4,1195.5,1.9,7.8,1.9,8.9,1.4,7.8
1991,충청남도,4949,1350,66803,73.0,31.5,80.3,43.0,83.0,42.0,1017.3,1020.4,1032.8,1004.0,1006.5,1009.6,1016.3,996.7,1008.2,1011.4,1019.6,996.0,246.8,496.2,237.9,541.4,234.0,464.7,7.9,15.0,1.8,371.4,20.9,26.2,16.3,852.4,22.0,27.4,17.6,853.8,1.5,7.8,1.6,9.0,1.2,7.0
1991,충청북도,5433,799,43405,75.0,16.0,80.0,34.0,83.5,32.0,1012.8,1020.0,1033.6,1005.3,1002.1,1009.1,1017.9,998.4,1004.2,1011.2,1021.7,995.6,231.8,469.8,229.2,512.9,206.8,438.3,8.1,15.2,1.5,359.8,20.9,26.5,15.8,1020.4,21.6,27.0,17.0,764.6,1.8,9.2,1.6,8.5,1.4,7.3
1992,강원도,552,884,4881,76.0,33.5,81.7,43.3,88.0,60.5,1017.6,1018.4,1032.0,1007.2,1008.5,1009.3,1023.7,997.4,1011.6,1012.4,1024.5,1001.2,211.5,434.2,260.4,556.4,185.8,423.2,7.4,13.2,2.0,638.6,18.9,24.1,14.1,1175.9,20.2,24.8,16.5,2747.4,2.3,10.4,2.1,10.0,1.6,9.0
1992,경기도,2158,1276,27529,64.0,14.5,76.3,33.0,81.5,38.0,1012.9,1017.6,1029.2,1007.4,1005.0,1009.6,1020.9,997.6,1006.9,1012.0,1022.8,999.0,214.6,350.6,232.4,417.6,204.4,337.4,8.9,15.3,3.2,160.7,20.1,25.7,15.3,369.5,21.9,27.0,17.9,799.8,1.4,7.0,1.4,6.5,1.1,5.2
1992,경상남도,1574,1522,23954,72.0,22.5,73.0,34.3,80.0,38.0,1016.0,1018.5,1029.9,1006.3,1008.7,1010.9,1021.5,1000.7,1009.8,1011.8,1023.2,998.6,212.6,446.5,269.6,561.7,210.2,410.0,10.4,16.5,4.9,1086.9,20.8,26.4,15.8,1002.9,23.0,27.4,19.4,1995.4,1.8,8.9,2.0,8.8,1.7,8.4
1992,경상북도,36355,1315,478205,86.0,47.0,81.3,54.0,86.5,55.5,1016.6,1019.6,1031.9,1007.2,1009.0,1014.8,1026.6,1001.4,1012.8,1019.2,1030.0,1006.0,217.8,418.9,278.6,585.7,184.4,383.9,9.2,15.0,3.7,815.6,20.0,25.9,14.6,1059.4,21.6,26.1,17.9,1940.5,2.4,10.6,2.1,9.1,1.9,9.3
1992,광주광역시,0,0,0,67.5,12.0,71.3,23.3,75.0,34.5,1007.6,1016.5,1027.4,1004.0,1000.4,1009.0,1018.9,998.4,1001.2,1009.6,1019.8,996.4,197.3,453.0,219.0,568.0,165.4,433.8,10.4,16.8,5.1,67.6,21.4,26.8,16.7,130.8,23.8,28.2,20.0,207.9,2.6,10.5,2.9,11.2,2.6,9.2
1992,대구광역시,429,948,4069,61.5,16.5,65.3,24.3,76.5,38.0,1010.9,1018.2,1031.4,1007.0,1003.4,1010.5,1022.5,998.5,1005.5,1012.5,1023.0,998.8,177.3,398.8,232.0,575.6,139.4,361.3,11.2,17.2,6.1,90.7,22.5,28.6,17.1,84.4,23.4,27.8,20.0,150.5,3.0,12.2,3.1,10.6,2.7,8.9
1992,대전광역시,109,1861,2028,61.0,12.5,71.3,22.7,76.5,32.0,1008.0,1017.5,1029.2,1006.2,1000.6,1009.6,1020.7,997.6,1002.4,1011.4,1022.2,997.8,194.7,419.2,222.8,540.0,161.2,404.2,10.0,16.5,4.2,83.2,21.5,26.9,16.4,101.5,22.8,27.6,18.8,197.8,2.0,8.5,2.2,8.6,1.6,10.0
1992,부산광역시,0,0,0,63.5,23.0,75.7,39.0,78.5,39.5,1007.8,1016.4,1028.6,1004.6,1001.2,1009.4,1020.3,998.8,1002.4,1010.6,1020.4,996.8,167.9,397.3,211.9,553.2,155.4,398.3,11.6,15.8,8.2,153.4,20.4,24.0,17.5,96.4,23.8,27.0,21.3,267.8,4.4,13.8,4.2,15.8,4.1,16.8
1992,서울특별시,0,0,0,58.5,13.0,70.7,25.7,74.0,30.5,1006.9,1017.4,1029.0,1007.0,999.0,1009.1,1020.2,996.4,1001.2,1011.2,1021.8,999.0,191.6,370.0,197.9,453.8,172.5,378.6,9.8,14.8,5.3,43.8,20.7,25.4,16.7,175.1,22.8,27.0,19.2,293.6,2.5,9.5,2.6,9.5,1.6,9.8
1992,인천광역시,0,0,0,68.5,13.5,79.3,36.0,81.5,38.5,1010.8,1016.7,1028.3,1006.4,1003.8,1009.3,1020.5,996.0,1006.1,1011.6,1022.6,999.8,240.0,436.4,250.1,539.4,232.2,443.9,8.5,13.6,4.1,62.0,19.3,23.7,15.6,278.8,22.1,26.6,18.2,445.1,3.4,10.2,3.2,10.8,2.3,9.2
1992,전라남도,237,1031,2443,74.5,24.0,78.0,37.3,80.5,37.5,1015.8,1017.6,1028.8,1005.8,1008.7,1010.2,1020.2,1000.3,1009.0,1010.8,1021.2,998.2,223.1,472.2,269.0,605.1,217.8,484.5,10.6,16.0,5.9,649.2,20.6,25.4,16.4,588.1,23.8,28.0,20.3,1213.2,2.8,10.6,2.4,10.1,2.8,10.7
1992,전라북도,945,887,8386,76.5,28.0,79.7,37.0,82.5,39.5,1015.6,1018.2,1028.2,1005.1,1008.5,1010.7,1020.5,999.3,1009.5,1011.9,1023.9,999.8,234.0,397.2,283.3,505.8,232.6,371.5,9.0,15.6,3.4,492.5,20.4,26.1,15.3,706.2,22.4,27.4,18.2,1482.8,1.8,9.3,2.0,8.4,1.6,7.4
1992,제주도,0,0,0,78.0,32.0,84.7,50.7,82.5,39.5,1014.6,1017.4,1027.5,1004.7,1008.0,1010.3,1019.4,1001.1,1007.9,1010.2,1019.3,998.5,175.6,373.3,248.9,534.8,218.0,402.2,12.4,15.7,9.2,670.7,20.9,24.2,17.9,676.4,25.0,28.2,22.4,963.7,3.8,13.6,3.1,11.8,3.8,13.4
1992,충청남도,5061,1571,79515,75.5,32.5,75.0,32.7,76.5,32.5,1015.5,1018.2,1027.8,1006.0,1007.9,1010.5,1020.1,997.8,1009.2,1011.8,1022.2,998.6,223.4,446.2,268.0,535.7,210.6,423.0,8.6,15.4,2.4,302.5,20.2,26.1,15.2,423.6,22.1,27.6,17.8,1311.2,1.6,8.4,1.7,8.5,1.4,7.7
1992,충청북도,5565,1146,63756,70.0,16.5,77.3,27.7,87.5,39.0,1011.0,1018.4,1030.6,1007.4,1002.4,1009.4,1021.1,997.5,1004.1,1011.4,1022.4,997.8,205.8,424.0,238.6,526.7,194.1,393.6,8.6,15.6,2.4,338.8,20.2,26.2,14.7,548.2,21.5,26.8,17.2,961.3,1.8,7.8,1.7,8.0,1.4,6.6
1993,강원도,483,761,3678,73.5,37.5,85.3,47.0,84.5,42.5,1016.8,1018.2,1030.5,1001.4,1008.8,1009.4,1020.0,992.6,1011.2,1012.0,1020.8,1000.6,222.6,451.4,192.8,534.5,199.0,509.8,6.4,12.3,0.9,653.6,18.4,23.3,14.1,2205.9,19.4,24.6,15.0,2013.4,2.6,11.6,1.8,9.5,1.7,9.0
1993,경기도,2126,1188,25267,69.5,19.5,77.3,31.3,85.0,38.0,1013.9,1018.7,1030.1,1000.5,1004.1,1009.0,1018.9,992.4,1006.8,1012.0,1020.2,999.8,199.8,437.1,188.9,497.7,184.7,385.5,7.2,13.6,1.3,135.4,20.3,25.8,15.6,692.0,21.0,26.6,16.4,398.7,1.6,7.1,1.3,6.2,1.0,5.8
1993,경상남도,1634,1061,17336,63.5,24.0,81.7,41.7,87.0,36.0,1016.8,1019.2,1031.0,1001.4,1007.9,1009.9,1019.1,997.2,1010.1,1012.3,1021.3,997.5,222.6,495.9,176.0,459.6,145.2,385.3,9.5,16.0,3.4,449.2,20.1,25.3,15.9,1781.2,21.4,26.4,17.5,2811.4,2.0,9.2,1.7,7.8,1.4,8.5
1993,경상북도,36021,1154,415530,74.0,49.5,86.3,53.0,89.0,52.5,1017.2,1023.6,1034.2,1008.4,1009.1,1013.7,1023.2,997.9,1011.8,1012.8,1020.1,996.8,243.3,499.5,196.2,474.2,180.2,401.0,8.0,14.6,1.9,536.4,19.2,24.4,14.7,2169.7,20.2,25.4,15.9,2594.4,2.6,10.4,1.9,8.8,1.7,10.2
1993,광주광역시,0,0,0,63.5,14.0,75.0,29.7,79.0,29.5,1008.9,1017.8,1029.9,999.6,999.1,1007.6,1016.3,992.3,1001.6,1010.1,1018.0,997.0,233.8,492.3,184.0,495.0,153.8,409.5,9.2,15.8,3.9,53.0,21.4,26.4,17.3,181.7,22.4,26.6,18.5,229.4,2.4,11.8,2.5,10.9,1.9,11.2
1993,대구광역시,447,918,4104,60.5,21.5,74.3,29.7,76.5,25.5,1011.6,1019.0,1030.6,1000.5,1002.6,1009.6,1019.1,995.1,1005.3,1012.4,1020.5,996.4,228.2,461.2,168.2,480.0,135.8,373.9,10.6,17.0,4.6,36.2,21.4,26.8,16.9,181.5,22.0,26.8,18.2,193.1,3.2,12.2,2.9,11.4,2.4,9.4
1993,대전광역시,109,652,711,62.5,16.5,76.7,29.0,81.5,29.5,1009.0,1018.6,1030.6,1000.0,999.6,1008.6,1018.1,993.8,1002.3,1011.2,1019.2,998.7,208.6,465.6,178.0,515.8,174.2,419.5,8.6,15.2,3.0,52.4,21.3,26.4,16.7,224.3,21.6,26.6,17.3,253.4,2.1,9.6,1.8,10.2,1.5,10.2
1993,부산광역시,0,0,0,58.5,21.0,83.0,47.3,80.5,34.5,1008.8,1017.4,1028.4,997.4,1000.4,1008.7,1017.3,995.1,1002.5,1010.6,1018.4,991.2,205.6,493.7,161.2,444.1,140.8,363.3,10.8,15.6,6.7,56.6,19.7,23.2,17.1,191.4,22.2,25.7,19.7,337.5,4.2,15.9,3.6,14.0,3.3,16.0
1993,서울특별시,0,0,0,63.0,15.0,73.0,29.7,73.5,27.0,1007.6,1018.3,1029.0,1000.4,998.3,1008.4,1017.9,991.7,1001.0,1011.0,1018.6,999.4,180.8,386.5,178.5,428.6,204.0,395.0,8.2,13.2,4.1,57.4,20.9,25.7,17.0,252.8,22.2,26.9,18.4,127.0,2.8,12.6,2.2,9.4,2.0,8.6
1993,인천광역시,0,0,0,74.5,25.0,83.7,33.3,84.5,39.5,1012.9,1018.8,1029.2,1000.8,1003.3,1008.8,1018.4,991.4,1006.2,1011.6,1019.0,1000.4,241.7,427.4,199.5,491.6,218.5,449.0,6.8,11.6,2.5,111.1,19.4,23.9,15.6,479.0,21.5,26.0,17.5,205.4,3.7,10.1,2.6,7.5,2.3,8.4
1993,전라남도,249,1152,2869,73.5,27.5,84.7,44.7,83.5,44.0,1017.2,1019.2,1030.9,1001.3,1007.4,1008.9,1018.0,995.8,1009.6,1011.4,1019.7,999.2,238.3,517.3,177.8,508.5,172.4,447.0,9.2,15.2,4.0,339.2,20.2,24.4,16.6,931.1,22.1,26.2,18.6,1679.6,2.8,10.9,2.3,10.0,2.1,10.0
1993,전라북도,952,933,8878,76.0,27.0,83.7,44.7,86.5,45.0,1017.8,1019.1,1031.9,1001.3,1007.6,1009.2,1018.9,995.1,1010.2,1012.2,1021.4,1000.3,229.0,428.3,184.1,434.4,178.1,384.5,7.6,14.4,1.8,243.6,20.1,25.4,15.6,1644.3,21.0,26.2,16.6,1445.0,2.1,9.6,1.9,9.2,1.6,7.8
1993,제주도,0,0,0,74.5,33.5,86.3,46.0,83.5,47.0,1016.4,1019.0,1030.8,1001.4,1006.7,1008.8,1017.3,995.7,1008.8,1011.0,1019.5,997.7,197.4,414.9,151.0,452.0,148.2,379.5,11.0,14.8,7.3,347.6,20.3,23.4,17.6,714.1,23.2,26.2,20.5,1297.5,4.4,15.2,3.6,12.7,3.4,13.4
