년,지역,면적 (ha),10a당 생산량 (kg),생산량 (톤),평균기온(℃),최고기온 평균(℃),최저기온 평균(℃),강수량(mm),합계일조시간(hr),합계전천일사량(MJ/㎡),평균상대습도(%),최소상대습도(%),평균풍속(m/s),최대풍속(m/s),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),sp평균기온(℃),sp최고기온 평균(℃),sp최저기온 평균(℃),sp강수량(mm),su평균기온(℃),su최고기온 평균(℃),su최저기온 평균(℃),su강수량(mm),fa평균기온(℃),fa최고기온 평균(℃),fa최저기온 평균(℃),fa강수량(mm)
1995,경기도,1785,1112,19844,17.4,23.3,12.2,637.2,193.6,424.8,76.6,29.7,1.4,7.4,1007.6,1013.2,1023.7,999.9,7.8,14.6,1.6,137.0,20.6,26.2,15.3,470.3,22.2,27.6,18.1,1387.6
1995,경상남도,1965,1022,20075,18.3,23.8,13.3,1131.0,219.0,492.5,76.7,34.0,1.9,9.1,1011.5,1013.9,1024.2,999.9,9.8,16.2,3.7,850.0,20.6,25.8,15.8,1392.2,23.3,28.5,19.2,1020.1
1995,경상북도,34322,1421,487700,17.4,23.2,12.1,1163.8,224.2,531.2,81.3,51.4,2.1,8.9,1012.3,1013.2,1024.0,1000.4,8.6,15.2,2.3,703.6,19.9,25.4,14.8,976.9,22.4,27.8,18.0,1904.4
1995,광주광역시,0,0,0,18.9,24.0,14.5,87.7,202.9,485.3,69.3,22.9,2.4,13.2,1003.2,1011.8,1021.2,997.4,9.6,15.8,4.2,69.9,21.5,26.3,17.3,94.0,24.2,28.7,20.6,96.0
1995,대구광역시,448,805,3606,19.6,25.5,14.6,92.8,206.5,465.6,62.6,24.1,2.6,11.2,1006.1,1013.2,1023.2,998.9,11.0,17.7,5.2,56.5,22.0,27.8,17.2,84.4,24.5,29.8,20.1,141.6
1995,대전광역시,58,2184,1267,18.3,24.1,13.3,147.9,204.1,511.3,68.3,28.0,1.9,11.0,1003.9,1012.1,1022.0,998.5,8.8,15.3,2.8,44.2,21.5,27.1,16.4,83.7,23.2,28.4,19.0,347.6
1995,부산광역시,0,0,0,18.9,23.1,15.7,129.5,201.2,476.6,73.1,33.1,4.2,14.4,1003.8,1012.1,1021.5,998.1,11.2,16.2,7.3,106.0,20.4,24.2,17.5,177.8,24.4,28.2,21.6,80.5
1995,서울특별시,0,0,0,18.1,22.4,14.2,215.2,185.7,382.3,68.7,21.9,2.4,8.5,1001.6,1011.8,1022.0,998.6,8.6,13.5,4.4,52.5,21.1,25.4,17.1,189.1,23.0,26.8,19.5,416.9
1995,인천광역시,5,1480,74,16.9,21.5,13.1,317.5,211.1,421.4,78.3,38.3,3.1,7.8,1007.1,1012.7,1022.8,999.7,7.3,12.3,3.2,74.4,19.7,24.1,15.9,294.1,22.4,26.6,19.0,595.8
1995,전라남도,200,1195,2389,18.2,22.9,14.0,628.8,224.5,518.7,81.9,37.6,2.7,11.7,1011.4,1013.9,1023.2,1000.5,9.5,15.0,4.4,541.4,20.3,24.7,16.4,801.3,23.7,28.2,20.0,457.6
1995,전라북도,910,1246,11343,17.4,23.3,12.3,815.1,224.1,416.4,80.1,35.9,1.7,7.8,1011.9,1013.0,1023.6,999.9,7.9,14.8,1.8,418.4,20.4,25.9,15.4,558.3,22.6,28.0,18.1,1597.1
1995,제주도,0,0,0,19.2,22.4,16.1,861.3,210.0,506.7,80.7,39.6,3.7,12.7,1010.9,1013.0,1022.2,999.7,11.3,14.8,7.7,440.8,20.5,23.6,17.6,1270.3,25.0,28.0,22.4,668.2
1995,충청남도,4727,1802,85201,17.4,23.4,12.1,906.1,218.2,481.6,78.0,36.3,1.8,8.4,1011.3,1013.5,1023.2,1000.6,7.5,14.6,1.2,220.8,20.5,26.1,15.3,399.0,22.5,28.0,18.2,2352.0
1995,충청북도,5219,1542,80472,16.7,23.0,11.1,798.2,210.1,448.3,69.7,38.4,1.7,8.3,1005.4,1012.8,1023.9,999.7,7.3,14.6,0.6,253.6,19.9,25.9,14.3,510.8,21.4,27.2,16.9,1773.8
1996,강원도,536,883,4731,15.8,21.4,10.9,1438.8,209.5,484.4,81.0,37.6,1.8,9.6,1009.2,1013.4,1025.2,999.5,5.8,11.6,-0.1,763.2,19.2,24.5,14.7,2189.5,20.8,26.4,16.4,988.5
1996,경기도,1198,911,10908,17.7,23.7,12.6,382.2,199.8,382.1,74.9,28.3,1.4,6.9,1008.1,1013.6,1024.0,999.3,6.8,13.0,1.0,229.5,21.4,27.2,16.5,623.3,23.0,29.2,18.4,173.1
1996,경상남도,2487,1417,35231,18.1,23.7,13.3,1215.2,212.5,463.2,77.0,31.7,1.7,7.6,1011.7,1014.3,1024.7,999.8,8.5,14.6,2.6,1070.6,20.9,26.0,16.5,1670.5,23.5,29.3,19.1,677.0
1996,경상북도,28966,1514,438622,17.2,22.9,12.1,1238.6,219.1,523.1,81.7,53.0,1.9,7.9,1012.7,1014.1,1025.1,999.0,7.6,13.6,1.6,945.6,20.2,25.6,15.5,1717.1,22.4,28.2,17.6,813.8
1996,광주광역시,0,0,0,18.6,23.9,14.3,145.7,194.9,469.1,69.7,25.4,2.3,11.1,1003.4,1012.0,1020.9,998.4,8.0,13.9,3.2,82.9,21.8,26.8,17.9,175.5,24.2,29.4,20.0,163.9
1996,대구광역시,146,1536,2243,19.3,24.9,14.5,110.3,195.6,413.6,61.4,21.3,2.9,10.4,1006.4,1013.6,1023.9,998.6,9.6,15.3,4.4,84.6,22.3,27.8,17.7,160.8,24.4,30.2,19.8,60.0
1996,대전광역시,47,1291,607,18.1,23.8,13.3,149.4,215.1,511.1,67.9,28.7,1.8,10.5,1004.2,1012.4,1022.3,998.1,7.5,13.7,1.9,93.9,21.8,27.1,17.2,244.0,23.3,29.1,18.8,62.9
1996,부산광역시,0,0,0,18.7,23.0,15.5,159.0,211.7,444.0,71.1,31.9,3.8,14.9,1004.1,1012.4,1022.0,997.3,10.0,14.9,6.0,143.5,20.8,24.7,17.9,219.6,24.4,28.7,21.4,83.6
1996,서울특별시,0,0,0,18.3,23.0,14.4,153.6,189.8,416.0,64.9,20.3,2.2,7.6,1001.9,1012.1,1021.9,997.5,7.6,12.3,3.4,70.0,21.7,26.3,17.9,263.9,24.0,28.6,20.2,71.7
1996,인천광역시,14,1093,153,17.0,21.8,12.8,271.2,216.7,410.7,76.1,29.9,2.6,13.4,1007.7,1013.3,1023.5,999.2,6.4,11.0,2.1,136.2,19.9,24.7,16.0,494.4,23.1,28.3,18.9,71.3
1996,전라남도,445,722,3212,18.0,22.7,13.8,789.5,208.0,508.6,81.6,36.4,2.8,11.3,1011.4,1014.1,1023.4,1000.8,8.0,13.2,3.2,720.7,20.7,25.0,17.1,1056.0,23.8,28.9,19.6,458.4
1996,전라북도,1223,1622,19842,17.2,23.1,12.2,887.6,211.6,378.6,79.7,35.1,1.7,7.7,1012.3,1013.3,1023.4,999.5,6.4,12.8,0.6,541.8,20.6,26.0,15.9,1367.0,22.9,29.0,18.2,514.5
1996,제주도,0,0,0,19.3,22.5,16.3,544.5,202.1,458.4,80.1,39.0,3.5,11.5,1010.9,1013.0,1021.6,999.9,10.2,13.8,6.8,494.9,21.3,24.4,18.6,613.9,25.2,28.4,22.2,489.8
1996,충청남도,4040,1556,62873,17.3,23.2,12.3,550.2,221.6,454.4,75.3,31.4,1.5,7.7,1011.3,1013.3,1023.0,999.1,6.4,12.7,0.4,406.4,20.7,26.2,16.3,850.0,23.0,29.2,18.1,244.5
1996,충청북도,4755,1535,72984,16.9,23.1,11.5,585.1,217.5,472.6,72.3,41.0,2.1,8.7,1005.4,1013.3,1024.6,999.0,6.2,12.7,-0.1,348.8,20.6,26.4,15.6,909.1,22.0,28.4,17.0,335.4
1997,강원도,497,909,4517,16.5,22.1,11.5,1642.7,218.5,489.2,79.0,34.7,2.0,9.8,1008.8,1013.1,1024.1,1000.2,8.0,14.3,1.8,451.8,19.6,25.0,14.9,2291.4,20.4,25.6,16.2,1860.7
1997,경기도,941,1005,9454,18.2,24.5,12.9,491.9,213.4,409.6,71.7,27.6,1.5,7.2,1008.0,1013.5,1022.9,1001.0,9.2,16.5,2.7,121.6,21.5,27.4,16.7,732.3,22.2,28.2,17.5,501.6
1997,경상남도,2539,1416,35951,18.8,24.5,14.0,1653.8,215.1,481.5,77.7,30.1,1.8,8.5,1011.5,1014.0,1022.8,1000.7,10.7,17.2,4.8,667.0,21.5,26.9,16.9,2577.1,23.0,28.4,18.7,1255.6
1997,경상북도,26173,1688,441693,17.9,23.8,12.6,1449.2,228.4,547.6,80.7,51.4,2.0,8.3,1012.4,1013.7,1023.3,1000.0,9.5,16.0,3.2,424.8,20.8,26.6,15.8,2226.9,21.8,27.4,17.4,1307.2
1997,광주광역시,0,0,0,19.5,25.0,15.0,170.3,220.6,488.0,69.4,21.4,2.3,12.3,1003.2,1011.7,1020.1,998.9,10.6,17.0,5.1,75.2,22.5,27.7,18.3,212.4,24.0,29.2,20.0,202.4
1997,대구광역시,112,1971,2207,20.1,25.8,15.1,132.2,190.3,463.4,62.1,21.6,2.0,8.7,1006.7,1013.8,1022.6,999.8,11.6,18.0,6.0,37.6,23.2,28.9,18.2,203.5,23.8,29.0,19.6,120.0
1997,대전광역시,47,1098,516,18.9,24.6,13.7,211.3,227.8,549.4,70.4,24.9,1.7,10.1,1003.9,1012.1,1020.6,999.9,9.8,16.7,3.7,46.2,22.1,27.2,17.2,297.5,23.0,28.4,18.4,246.8
1997,부산광역시,0,0,0,19.5,23.8,16.3,173.4,213.2,453.6,72.3,32.1,4.1,16.4,1003.7,1012.0,1020.3,998.3,11.9,17.0,8.0,75.8,21.5,25.4,18.6,263.9,23.9,28.1,21.2,135.2
1997,서울특별시,0,0,0,19.0,23.8,14.9,139.5,204.6,429.1,65.1,23.1,2.3,10.1,1001.6,1011.8,1020.5,1000.0,9.9,15.0,5.4,40.7,22.2,26.7,18.2,233.6,23.5,28.4,19.4,97.1
1997,인천광역시,14,1150,161,17.6,22.7,13.5,325.1,229.9,581.5,72.4,30.0,2.2,14.4,1007.5,1013.0,1021.9,1001.3,8.2,13.6,3.4,62.6,20.6,25.5,16.8,365.5,22.5,27.7,18.5,527.0
1997,전라남도,395,658,2601,18.6,23.3,14.6,1046.5,227.6,556.3,81.7,37.6,3.2,12.4,1011.0,1013.7,1022.0,1001.3,10.0,15.4,5.0,748.5,21.1,25.5,17.4,1368.4,23.5,28.0,19.8,861.6
1997,전라북도,1135,1578,17907,18.0,24.0,13.0,1189.0,222.4,435.0,77.7,33.4,1.7,8.4,1012.0,1013.0,1022.2,1001.0,8.8,15.6,2.8,414.2,21.2,26.8,16.6,1810.0,22.5,28.4,17.7,1032.5
1997,제주도,0,0,0,19.9,23.1,17.0,527.6,210.6,473.6,77.1,39.6,3.7,13.0,1010.7,1012.8,1020.7,999.1,12.2,15.6,8.8,604.5,22.0,25.2,19.2,501.4,24.5,27.4,21.8,489.8
1997,충청남도,3687,1811,66789,18.0,24.2,12.9,805.2,246.0,504.4,74.1,31.3,1.5,8.1,1010.9,1013.0,1021.7,1001.5,8.5,15.6,2.4,244.8,21.3,26.9,16.6,1332.0,22.5,28.8,17.8,575.4
1997,충청북도,4455,1571,69982,17.3,23.6,11.7,789.8,225.4,479.0,72.0,29.4,1.7,8.3,1005.1,1013.2,1023.3,1000.4,8.4,15.6,1.5,213.2,20.6,26.5,15.4,1229.2,21.4,27.4,16.5,707.4
1998,강원도,427,644,2750,17.2,22.4,12.7,2334.5,200.1,451.2,82.3,37.9,1.9,9.5,1009.4,1013.5,1023.5,1000.3,9.7,15.8,4.1,851.0,19.3,24.0,15.1,2540.6,21.6,26.5,17.8,3508.8
1998,경기도,634,978,6200,18.6,24.1,13.9,996.5,176.7,268.5,75.9,32.9,1.5,7.6,1008.1,1013.7,1022.9,1001.0,10.4,17.2,4.6,297.6,21.0,26.1,16.5,848.2,23.1,28.2,19.1,1917.8
1998,경상남도,2470,1205,29771,19.4,24.4,15.2,2267.4,183.1,423.2,78.4,35.7,1.6,8.2,1011.7,1014.2,1023.3,1001.8,12.1,18.1,7.0,1298.0,21.1,25.7,17.2,2126.6,24.0,28.8,20.2,3447.9
1998,경상북도,22241,1358,302075,18.2,23.3,13.7,2144.8,184.7,466.6,82.1,50.4,2.0,8.4,1012.8,1014.4,1023.7,1001.2,11.2,17.2,5.6,845.0,20.1,24.8,15.9,2179.7,22.4,27.2,18.6,3392.0
1998,광주광역시,0,0,0,20.0,25.0,16.1,252.4,170.9,421.7,74.0,28.0,2.4,13.1,1003.0,1011.6,1020.6,998.7,12.2,18.2,7.2,101.2,22.1,26.6,18.5,239.1,24.8,29.3,21.4,423.4
1998,대구광역시,102,1756,1791,20.1,24.8,16.1,178.6,159.7,411.3,65.4,26.6,2.7,10.4,1005.0,1012.1,1021.3,999.3,12.8,18.4,8.0,75.2,22.0,26.3,18.2,151.5,24.6,29.0,21.1,322.7
1998,대전광역시,36,878,316,19.3,24.7,14.8,270.7,166.5,419.5,74.0,28.0,1.8,11.0,1004.1,1012.2,1021.2,999.4,11.5,17.8,6.1,92.7,21.5,26.5,17.2,224.3,23.8,28.8,19.8,518.2
1998,부산광역시,0,0,0,20.0,23.5,17.3,243.1,177.1,418.8,74.4,37.7,4.0,16.1,1003.8,1012.1,1020.8,999.2,12.8,17.3,9.6,171.2,21.3,24.4,18.7,274.5,25.2,28.4,22.7,268.0
1998,서울특별시,0,0,0,19.5,24.2,15.6,321.2,173.2,377.1,67.6,25.0,2.2,10.0,1001.8,1011.9,1020.8,999.5,11.4,16.7,7.0,82.6,21.9,26.4,18.0,222.5,24.0,28.3,20.6,707.8
1998,울산광역시,27,867,234,19.7,23.7,16.1,209.8,133.3,,75.4,25.3,2.3,11.1,1008.8,1012.7,1021.2,999.7,12.2,17.0,8.0,116.8,21.3,24.8,18.0,209.9,24.8,28.6,21.4,302.8
1998,인천광역시,14,1179,165,18.1,23.1,14.2,503.2,200.0,512.5,74.4,30.9,2.2,13.9,1007.6,1013.1,1022.1,1000.5,9.8,15.2,5.4,149.5,20.3,25.2,16.4,424.2,23.1,27.8,19.5,975.4
1998,전라남도,380,318,1208,19.0,23.0,15.7,1457.7,183.7,455.8,83.0,41.4,3.4,14.4,1010.8,1013.6,1022.4,1001.4,11.2,15.8,7.0,811.6,20.8,24.4,17.7,1681.3,24.3,28.2,21.2,1768.4
1998,전라북도,1000,1324,13244,18.6,24.0,14.2,1587.1,171.3,372.8,78.7,37.3,1.7,8.5,1011.9,1012.9,1022.3,1000.6,10.6,16.9,5.4,687.5,20.9,25.9,16.8,1467.4,23.2,28.2,19.3,2666.2
1998,제주도,0,0,0,20.5,23.6,17.8,805.8,185.4,488.5,86.1,49.0,3.7,13.6,1010.5,1012.5,1021.0,999.3,13.0,16.3,9.8,687.8,22.0,25.0,19.5,764.0,25.8,29.0,23.3,986.4
1998,충청남도,3450,1313,45301,18.4,23.9,13.8,1070.4,186.1,429.2,77.6,35.1,1.7,8.9,1010.9,1013.4,1023.6,1000.9,10.3,16.8,4.6,481.4,20.7,25.7,16.4,1055.1,23.1,28.2,19.0,1682.3
1998,충청북도,3911,1431,55955,18.2,23.9,13.3,1110.8,187.2,427.0,75.3,33.0,1.6,7.7,1005.2,1013.5,1023.0,1000.8,10.4,17.2,4.2,478.1,20.5,25.6,16.0,1001.3,22.6,28.2,18.4,1907.8
1999,강원도,335,1359,4554,16.9,22.4,12.1,2375.5,212.5,479.9,79.1,37.9,1.9,9.9,1008.5,1012.6,1024.0,998.8,7.8,14.1,1.6,987.8,19.8,25.2,15.1,1712.2,21.7,26.4,18.2,4758.2
1999,경기도,517,1271,6572,18.3,24.2,13.3,846.1,204.2,438.6,74.1,31.9,1.5,9.7,1007.5,1012.8,1023.3,997.8,9.0,15.8,2.6,288.0,21.2,27.0,16.1,703.6,23.4,28.5,19.6,1618.1
1999,경상남도,2347,1942,45584,18.6,23.9,14.1,2642.0,194.5,443.3,75.4,31.6,1.7,10.8,1010.7,1013.2,1023.8,998.8,10.5,16.8,4.6,1126.4,20.9,26.1,16.3,2912.0,23.5,27.8,20.2,3752.8
1999,경상북도,20128,1541,310111,17.8,23.2,13.0,2146.5,212.5,512.2,82.6,42.6,2.1,10.3,1011.8,1013.4,1023.7,999.3,9.2,15.6,3.2,1038.6,20.3,25.7,15.5,1800.0,22.6,27.1,19.1,3774.2
1999,광주광역시,1,0,0,19.7,24.9,15.3,169.8,194.1,442.2,70.3,27.3,2.3,12.1,1002.0,1010.5,1021.1,994.3,11.2,17.2,5.6,78.4,22.1,27.4,17.7,154.3,24.8,28.8,21.4,284.4
1999,대구광역시,92,1982,1823,19.9,24.7,15.6,180.9,180.1,443.0,65.7,23.7,2.7,11.4,1003.8,1010.9,1022.0,995.5,11.6,17.2,6.2,75.8,22.5,27.3,18.2,140.8,24.4,28.4,21.2,346.4
1999,대전광역시,34,1135,386,19.1,24.4,14.2,177.9,194.8,457.2,70.6,26.3,1.7,9.8,1003.4,1011.6,1022.1,995.5,10.0,16.4,3.8,91.2,21.7,27.0,16.8,166.8,24.1,28.5,20.6,281.2
1999,부산광역시,0,0,0,19.4,23.1,16.6,309.4,192.0,441.5,73.0,31.7,3.8,15.2,1002.8,1011.1,1021.1,996.3,12.0,16.2,8.2,120.0,21.0,24.5,18.3,340.8,24.5,27.9,22.2,451.6
1999,서울특별시,0,0,0,19.4,24.2,15.0,228.8,184.3,423.4,66.6,24.6,2.0,8.9,1000.9,1011.0,1021.1,996.2,10.3,15.5,5.1,76.1,22.2,27.0,17.7,157.3,24.4,28.6,20.8,488.9
1999,울산광역시,23,752,173,19.2,23.4,15.4,242.0,167.3,,69.3,22.6,2.3,10.6,1007.8,1011.7,1021.8,996.8,11.0,15.8,6.3,98.4,21.4,25.7,17.6,227.5,24.2,27.5,21.4,407.4
1999,인천광역시,1,0,0,17.7,22.8,13.6,388.4,204.7,586.4,69.9,29.1,2.1,12.1,1006.9,1012.3,1022.4,997.7,8.5,14.2,3.6,140.8,20.2,25.1,16.3,271.6,23.2,27.9,19.8,811.1
1999,전라남도,294,281,827,18.5,22.7,14.9,1634.9,205.3,488.7,80.7,40.7,3.3,16.1,1009.8,1012.6,1023.6,997.6,10.3,15.3,5.6,771.3,20.5,24.6,17.0,1719.3,23.8,27.4,21.0,2371.7
1999,전라북도,915,1422,13007,18.1,23.9,13.1,1162.6,204.1,413.4,77.0,33.1,1.8,11.5,1011.1,1012.0,1023.3,996.4,9.0,15.8,3.0,611.4,20.6,26.3,15.5,1160.9,23.5,28.4,19.6,1716.4
1999,제주도,0,0,0,19.5,22.8,16.8,1243.5,170.1,455.9,84.9,44.7,3.9,15.6,1009.4,1011.4,1021.8,996.0,12.4,16.0,9.1,402.3,20.8,24.1,18.1,1438.0,24.8,27.6,22.6,1793.0
1999,충청남도,2902,1703,49433,18.1,23.7,13.1,875.4,219.0,478.9,74.6,34.7,1.8,11.3,1010.0,1012.0,1022.5,996.3,8.8,15.4,2.6,388.6,20.7,26.2,15.8,735.9,23.4,28.3,19.8,1571.5
1999,충청북도,3490,1653,57682,17.9,23.9,12.4,812.4,209.4,462.6,72.1,31.1,1.6,10.1,1004.3,1012.6,1023.4,997.9,9.0,16.2,2.1,422.4,20.6,26.5,15.0,709.7,22.6,27.6,18.7,1356.4
2000,강원도,289,1395,4032,16.7,22.4,11.9,1673.1,193.2,515.5,75.4,26.6,2.0,10.2,1008.0,1011.8,1022.7,996.6,7.5,13.8,1.4,281.3,20.3,26.1,15.4,1334.2,20.7,25.6,17.2,3573.2
2000,경기도,450,1489,6701,18.0,23.9,13.0,629.2,185.5,498.9,70.7,25.4,1.6,10.1,1006.9,1012.4,1022.7,996.8,8.2,14.8,1.6,56.1,21.9,27.7,17.0,570.1,22.2,27.4,18.4,1291.0
2000,경상남도,2257,1903,42953,18.7,24.5,13.8,1797.9,210.7,500.2,72.0,27.6,1.8,10.8,1010.5,1013.0,1023.1,997.1,10.0,17.0,3.4,375.8,21.6,27.3,16.9,1804.2,23.0,27.8,19.6,3210.4
2000,경상북도,18754,1682,315424,17.9,23.7,12.8,1494.7,218.7,501.5,76.3,27.7,2.0,11.0,1010.4,1012.7,1023.0,997.3,9.2,16.0,2.8,430.2,21.2,27.1,16.1,1292.5,21.6,26.4,18.0,2862.4
2000,광주광역시,1,0,0,19.0,24.7,14.4,195.7,157.2,385.0,66.0,20.7,2.6,13.5,1002.7,1011.2,1020.9,995.9,9.8,16.7,3.8,18.1,22.3,27.7,18.0,188.9,23.4,28.0,19.8,383.5
2000,대구광역시,90,1971,1774,19.8,24.6,15.6,143.2,188.2,497.3,61.4,18.4,2.3,8.2,1004.1,1010.7,1020.8,993.0,10.4,16.0,5.4,27.3,23.2,28.2,18.9,148.8,23.8,27.8,20.8,250.6
2000,대전광역시,33,1470,485,18.4,24.1,13.7,226.4,183.0,510.6,68.1,20.6,3.2,14.0,1002.9,1010.9,1021.1,995.5,9.0,15.8,2.9,42.8,21.7,27.3,17.2,254.2,22.8,27.6,19.4,368.4
2000,부산광역시,0,0,0,19.1,23.2,16.0,157.9,173.5,497.4,74.9,27.9,3.7,14.9,1002.7,1010.7,1019.9,993.8,11.1,15.8,7.3,56.8,21.0,25.0,18.0,167.7,24.3,27.9,21.8,244.4
2000,서울특별시,0,0,0,19.0,23.7,14.9,152.8,131.2,397.7,66.6,26.1,2.2,9.7,1000.5,1010.6,1020.5,995.1,9.1,14.2,4.5,16.9,22.7,27.6,18.4,86.0,23.4,27.4,20.0,389.0
2000,울산광역시,16,1881,301,19.2,24.0,15.1,127.6,176.6,,64.9,18.6,2.2,8.7,1006.8,1010.6,1020.2,993.8,11.1,16.7,5.9,60.5,21.8,26.8,17.8,97.7,23.3,27.0,20.2,239.6
2000,인천광역시,1,0,0,17.6,22.3,13.9,288.6,201.4,475.6,74.1,27.4,3.1,14.5,1006.3,1011.8,1021.6,995.3,7.8,13.0,3.4,37.3,20.8,25.6,17.2,138.3,22.5,26.6,19.6,765.4
2000,전라남도,297,225,668,18.1,22.9,14.1,1235.6,211.8,547.8,80.9,33.0,3.2,16.4,1009.9,1012.3,1024.6,999.5,9.3,15.1,4.0,172.9,20.8,25.3,17.0,1277.0,23.0,27.0,19.8,2236.0
2000,전라북도,842,1522,12819,17.6,23.7,12.6,1298.6,200.4,475.9,75.0,28.1,1.9,10.9,1011.0,1012.4,1022.8,997.3,8.0,15.4,1.4,190.6,21.0,26.8,16.3,1246.8,22.2,27.4,18.4,2484.2
2000,제주도,0,0,0,19.7,23.1,16.7,518.9,214.3,568.9,78.7,30.4,3.9,13.7,1009.7,1012.0,1021.1,997.4,11.5,15.6,7.6,205.3,21.6,24.9,18.8,466.7,25.0,28.0,22.4,910.8
2000,충청남도,2613,1700,44413,17.5,23.3,12.4,942.8,209.5,500.9,75.3,31.3,1.9,11.8,1009.9,1011.9,1022.0,997.4,7.4,14.4,0.4,150.6,20.9,26.4,16.3,716.6,22.6,27.7,18.7,2074.4
2000,충청북도,3420,1737,59390,17.5,23.6,12.1,842.4,195.6,501.4,70.7,26.0,1.9,10.7,1004.1,1012.0,1022.7,996.5,7.7,15.0,0.7,165.3,21.1,27.2,16.0,909.3,21.7,26.8,17.8,1419.0
2001,강원도,262,1250,3275,17.1,23.0,11.9,1239.8,295.8,547.4,76.9,25.0,2.1,8.1,1008.8,1012.4,1022.8,1001.0,7.6,14.2,1.3,216.2,20.8,26.3,16.2,1893.7,21.0,27.0,16.2,1282.4
2001,경기도,381,1517,5778,18.1,24.4,12.8,504.8,283.6,528.0,67.4,23.3,1.7,7.1,1007.6,1012.8,1022.2,1002.1,8.0,15.0,1.5,46.1,21.8,27.4,17.1,953.8,22.8,29.2,17.7,290.0
2001,경상남도,2236,1949,43588,18.9,24.7,14.0,1221.2,257.0,525.3,70.1,29.4,1.6,7.1,1011.0,1013.5,1022.9,1003.1,10.2,17.0,3.6,260.8,21.8,27.0,17.5,2028.4,23.2,28.8,19.0,970.9
2001,경상북도,16854,1439,242561,18.0,24.1,12.7,1010.7,340.2,490.4,76.0,28.6,2.1,8.4,1011.0,1013.2,1024.9,1002.3,9.0,15.9,2.3,163.8,21.4,27.2,16.5,1447.1,21.9,27.6,17.4,1202.8
2001,광주광역시,1,1200,12,19.5,25.2,14.9,122.4,171.1,546.1,63.7,18.3,2.5,9.7,1003.1,1011.7,1020.5,1001.9,9.8,16.9,4.0,35.3,22.6,27.7,18.7,179.3,24.3,29.6,20.0,124.2
2001,대구광역시,66,1330,878,20.9,26.0,16.4,98.5,208.0,527.1,58.9,16.4,1.9,7.0,1004.7,1011.3,1020.7,1000.8,12.4,18.6,6.8,12.6,24.0,28.8,19.9,155.0,24.6,29.2,20.8,99.9
2001,대전광역시,30,1247,374,19.4,25.3,14.4,82.2,202.7,531.2,63.9,15.6,2.4,9.1,1003.5,1011.5,1020.5,1000.9,9.8,16.9,3.4,18.2,22.9,28.1,18.5,145.1,23.8,29.6,19.0,51.6
2001,부산광역시,0,0,0,20.1,24.6,16.9,124.5,185.6,483.2,72.1,29.9,3.8,12.7,1003.1,1011.1,1019.8,1000.7,12.3,17.4,8.3,24.2,22.2,26.3,19.4,201.4,24.8,29.2,22.0,109.6
2001,서울특별시,0,0,0,19.3,24.1,15.3,172.0,146.2,416.0,62.3,21.0,1.8,6.6,1001.2,1011.3,1020.4,1000.8,9.3,14.4,4.8,15.2,22.5,27.2,19.0,290.8,24.5,29.2,20.4,150.6
2001,울산광역시,13,2362,307,19.7,24.5,15.6,85.7,200.1,,62.9,16.9,1.9,7.6,1007.3,1011.2,1020.2,1000.7,11.4,17.1,6.0,18.7,22.5,27.3,18.6,126.9,23.8,27.9,20.7,91.0
2001,인천광역시,1,0,0,17.4,22.2,13.8,347.8,330.6,491.1,74.7,28.0,2.7,9.3,1007.1,1012.5,1021.7,1002.0,7.3,12.2,3.2,28.4,20.3,24.8,17.1,646.4,23.2,28.2,19.5,219.4
2001,전라남도,240,297,713,18.5,23.4,14.5,737.9,322.1,568.9,79.3,35.6,3.2,11.4,1010.3,1012.7,1021.7,1003.1,9.5,15.2,4.3,210.7,21.2,25.6,17.8,1208.5,23.6,28.2,19.9,559.2
2001,전라북도,762,1527,11635,18.2,24.3,13.0,821.4,287.5,518.2,73.7,30.9,1.7,7.7,1011.6,1013.0,1021.9,1003.4,8.2,15.4,1.8,197.3,21.7,27.1,17.3,1381.8,22.9,29.1,18.0,604.9
2001,제주도,0,0,0,20.0,23.5,17.0,580.9,213.5,561.4,76.1,37.4,3.9,12.5,1010.1,1012.4,1021.1,1002.8,12.0,16.0,8.1,236.4,22.1,25.4,19.4,752.4,25.0,28.3,22.4,668.1
2001,충청남도,2228,1860,41447,18.4,24.5,13.1,463.2,362.6,516.2,70.6,31.3,1.9,8.4,1010.5,1012.5,1021.5,1002.6,8.2,15.3,1.3,91.6,22.0,27.3,17.6,760.8,23.3,29.5,18.1,388.3
2001,충청북도,3254,1629,53015,18.1,24.7,12.3,428.9,321.5,551.4,64.4,22.0,1.6,7.8,1004.8,1012.5,1022.2,1001.3,8.4,16.0,1.2,66.0,21.8,27.7,16.7,735.9,22.2,28.8,16.7,331.2
2002,강원도,225,1291,2905,16.7,22.2,11.8,2146.8,235.1,517.0,76.9,30.3,2.0,9.3,1009.2,1012.5,1026.8,996.6,9.4,15.9,3.1,813.6,19.4,24.8,14.5,1535.6,20.0,24.7,16.4,4397.0
2002,경기도,333,1811,6032,17.8,23.7,12.6,818.8,277.4,492.3,75.7,26.7,1.6,8.0,1007.9,1012.8,1022.4,996.8,9.6,16.5,3.0,465.8,20.7,26.6,15.7,679.7,21.6,26.8,17.8,1380.5
