년,월,합계일조시간(hr),합계전천일사량(MJ/㎡),지역
 1983,07,184.6,372.55,경기도
 1983,08,238.9,500.73,경기도
 1983,09,192.3,394.6,경기도
 1984,03,239.8,449.03,경기도
 1984,04,232.3,477.29,경기도
 1984,05,289.7,616.12,경기도
 1984,06,220.1,518.97,경기도
 1984,07,228.2,467.92,경기도
 1984,08,220.3,465.02,경기도
 1984,09,191.4,412.14,경기도
 1985,03,236.1,210.69,경기도
 1985,04,235.6,214.36,경기도
 1985,05,238.2,225.03,경기도
 1985,06,262.3,227.28,경기도
 1985,07,220.8,191.21,경기도
 1985,08,214.9,179.07,경기도
 1985,09,165.7,300.32,경기도
 1986,03,241.4,480.01,경기도
 1986,04,280.3,598.3,경기도
 1986,05,288.1,617.03,경기도
 1986,06,233.1,474.63,경기도
 1986,07,211.2,315.35,경기도
 1986,08,211.6,404.43,경기도
 1986,09,224.1,379.13,경기도
 1987,03,222.7,387.6,경기도
 1987,04,234.2,424.13,경기도
 1987,05,273.3,528.58,경기도
 1987,06,277.6,497.28,경기도
 1987,07,183.7,327.04,경기도
 1987,08,185.4,365.4,경기도
 1987,09,245.4,414.34,경기도
 1988,03,249.1,412.77,경기도
 1988,04,273.8,509.15,경기도
 1988,05,266.6,548.58,경기도
 1988,06,244.5,511.21,경기도
 1988,07,155.8,340.86,경기도
 1988,08,258.8,487.47,경기도
 1988,09,255.9,417.95,경기도
 1989,03,224.7,384.16,경기도
 1989,04,271.7,495.96,경기도
 1989,05,273.2,541.4,경기도
 1989,06,246.3,483.03,경기도
 1989,07,202.6,405.3,경기도
 1989,08,256.8,434.97,경기도
 1989,09,202.8,315.63,경기도
 1990,03,199.6,318.58,경기도
 1990,04,208.1,395.37,경기도
 1990,05,200.5,387.59,경기도
 1990,06,157.5,312.52,경기도
 1990,07,176.9,323.6,경기도
 1990,08,239.7,436.74,경기도
 1990,09,203.4,345.45,경기도
 1991,03,203.9,326.95,경기도
 1991,04,273.3,492.86,경기도
 1991,05,275.4,498.68,경기도
 1991,06,260.3,448.95,경기도
 1991,07,172.6,316.32,경기도
 1991,08,249.7,430.99,경기도
 1991,09,196.3,346.96,경기도
 1992,03,200.9,299.4,경기도
 1992,04,228.4,401.76,경기도
 1992,05,238.7,456.29,경기도
 1992,06,270.0,464.53,경기도
 1992,07,188.4,331.86,경기도
 1992,08,210.0,355.65,경기도
 1992,09,198.9,319.06,경기도
 1993,03,186.1,382.73,경기도
 1993,04,213.5,491.55,경기도
 1993,05,239.4,582.33,경기도
 1993,06,160.9,462.88,경기도
 1993,07,166.5,447.86,경기도
 1993,08,146.1,362.22,경기도
 1993,09,223.3,408.72,경기도
 1994,03,217.3,407.84,경기도
 1994,04,219.5,445.3,경기도
 1994,05,222.3,457.64,경기도
 1994,06,221.3,512.38,경기도
 1994,07,204.3,469.53,경기도
 1994,08,203.2,454.69,경기도
 1994,09,227.3,451.14,경기도
 1995,03,161.9,336.49,경기도
 1995,04,246.0,471.47,경기도
 1995,05,241.5,521.36,경기도
 1995,06,207.4,482.0,경기도
 1995,07,159.1,397.54,경기도
 1995,08,151.4,377.13,경기도
 1995,09,188.2,387.47,경기도
 1996,03,183.7,290.19,경기도
 1996,04,254.7,383.98,경기도
 1996,05,267.6,419.36,경기도
 1996,06,125.5,279.95,경기도
 1996,07,160.8,441.66,경기도
 1996,08,179.0,426.88,경기도
 1996,09,227.1,432.36,경기도
 1997,03,238.8,393.35,경기도
 1997,04,231.1,440.67,경기도
 1997,05,175.0,398.23,경기도
 1997,06,227.6,476.81,경기도
 1997,07,183.7,408.15,경기도
 1997,08,221.8,439.9,경기도
 1997,09,215.5,310.37,경기도
 1998,03,217.4,263.53,경기도
 1998,04,160.3,234.43,경기도
 1998,05,218.2,294.53,경기도
 1998,06,166.0,261.09,경기도
 1998,07,151.0,256.09,경기도
 1998,08,134.0,278.58,경기도
 1998,09,190.3,291.07,경기도
 1999,03,198.2,366.78,경기도
 1999,04,229.2,456.42,경기도
 1999,05,243.5,532.97,경기도
 1999,06,229.9,528.28,경기도
 1999,07,180.5,445.17,경기도
 1999,08,192.2,419.83,경기도
 1999,09,156.1,320.94,경기도
 2000,03,215.0,455.28,경기도
 2000,04,215.3,530.95,경기도
 2000,05,194.3,562.77,경기도
 2000,06,199.1,554.2,경기도
 2000,07,163.7,542.24,경기도
 2000,08,152.1,453.02,경기도
 2000,09,158.7,394.07,경기도
 2001,03,221.3,484.58,경기도
 2001,04,304.9,579.14,경기도
 2001,05,328.7,613.82,경기도
 2001,06,256.3,458.05,경기도
 2001,07,256.8,461.5,경기도
 2001,08,324.4,584.85,경기도
 2001,09,293.1,514.36,경기도
 2002,03,274.0,438.67,경기도
 2002,04,276.0,539.1,경기도
 2002,05,315.2,605.37,경기도
 2002,06,321.5,598.23,경기도
 2002,07,282.6,499.78,경기도
 2002,08,219.9,345.64,경기도
 2002,09,252.8,419.13,경기도
 2003,03,228.4,404.19,경기도
 2003,04,205.2,448.77,경기도
 2003,05,278.9,606.45,경기도
 2003,06,204.2,457.77,경기도
 2003,07,211.0,450.74,경기도
 2003,08,172.0,385.71,경기도
 2003,09,181.9,388.23,경기도
 2004,03,262.2,494.99,경기도
 2004,04,258.3,555.44,경기도
 2004,05,242.9,544.98,경기도
 2004,06,245.8,523.79,경기도
 2004,07,150.3,403.57,경기도
 2004,08,240.1,524.65,경기도
 2004,09,200.6,443.91,경기도
 2005,03,271.6,510.99,경기도
 2005,04,259.6,560.45,경기도
 2005,05,288.5,657.43,경기도
 2005,06,235.0,517.93,경기도
 2005,07,209.7,461.93,경기도
 2005,08,192.1,448.51,경기도
 2005,09,196.9,385.43,경기도
 2006,03,257.1,484.42,경기도
 2006,04,195.5,451.5,경기도
 2006,05,256.0,574.06,경기도
 2006,06,237.9,531.84,경기도
 2006,07,125.8,332.5,경기도
 2006,08,247.9,579.69,경기도
 2006,09,237.2,477.59,경기도
 2007,03,155.3,348.78,경기도
 2007,04,211.0,513.24,경기도
 2007,05,213.2,563.62,경기도
 2007,06,194.3,535.07,경기도
 2007,07,112.1,424.9,경기도
 2007,08,126.3,425.65,경기도
 2007,09,94.0,309.73,경기도
 2008,03,194.9,411.49,경기도
 2008,04,211.3,512.62,경기도
 2008,05,215.9,579.54,경기도
 2008,06,191.7,523.02,경기도
 2008,07,98.1,416.64,경기도
 2008,08,221.2,533.48,경기도
 2008,09,195.3,446.1,경기도
 2009,03,215.1,458.31,경기도
 2009,04,213.4,524.73,경기도
 2009,05,246.8,610.79,경기도
 2009,06,213.3,575.27,경기도
 2009,07,159.2,476.62,경기도
 2009,08,189.5,505.7,경기도
 2009,09,217.6,479.93,경기도
 2010,03,142.9,347.2,경기도
 2010,04,182.1,476.36,경기도
 2010,05,201.5,557.47,경기도
 2010,06,215.6,587.46,경기도
 2010,07,129.2,471.06,경기도
 2010,08,127.0,409.6,경기도
 2010,09,165.4,404.98,경기도
 2011,03,258.1,514.31,경기도
 2011,04,210.6,509.16,경기도
 2011,05,201.5,542.32,경기도
 2011,06,185.9,507.9,경기도
 2011,07,95.6,368.29,경기도
 2011,08,114.5,407.52,경기도
 2011,09,200.9,464.79,경기도
 2012,03,199.2,411.82,경기도
 2012,04,219.2,513.21,경기도
 2012,05,256.2,640.74,경기도
 2012,06,247.6,627.32,경기도
 2012,07,181.3,487.66,경기도
 2012,08,182.9,438.77,경기도
 2012,09,199.3,411.28,경기도
 2013,03,256.9,486.99,경기도
 2013,04,222.2,519.51,경기도
 2013,05,234.8,593.67,경기도
 2013,06,248.7,612.9,경기도
 2013,07,116.9,336.56,경기도
 2013,08,234.9,471.11,경기도
 2013,09,191.8,385.56,경기도
 2014,03,226.2,464.55,경기도
 2014,04,217.6,459.33,경기도
 2014,05,302.5,630.98,경기도
 2014,06,204.5,528.82,경기도
 2014,07,200.9,460.52,경기도
 2014,08,182.6,386.38,경기도
 2014,09,216.2,200.45,경기도
 2015,03,265.4,410.18,경기도
 2015,04,223.3,391.21,경기도
 2015,05,288.7,561.92,경기도
 2015,06,259.5,519.12,경기도
 2015,07,198.8,412.06,경기도
 2015,08,233.8,439.44,경기도
 2015,09,263.3,420.01,경기도
 2016,03,250.6,397.71,경기도
 2016,04,221.6,423.37,경기도
 2016,05,278.4,548.69,경기도
 2016,06,239.8,515.24,경기도
 2016,07,174.5,392.87,경기도
 2016,08,253.7,465.85,경기도
 2016,09,221.0,334.72,경기도
 2017,03,246.5,419.62,경기도
 2017,04,256.0,482.32,경기도
 2017,05,303.2,581.1,경기도
 2017,06,290.2,553.96,경기도
 2017,07,135.5,338.13,경기도
 2017,08,174.6,369.0,경기도
 2017,09,239.4,408.02,경기도
 2018,03,212.2,377.9,경기도
 2018,04,220.8,493.31,경기도
 2018,05,242.6,564.21,경기도
 2018,06,244.8,610.81,경기도
 2018,07,256.9,609.73,경기도
 2018,08,234.8,546.86,경기도
 2018,09,220.6,459.39,경기도
 2019,03,221.6,433.09,경기도
 2019,04,221.6,487.34,경기도
 2019,05,323.0,713.17,경기도
 2019,06,237.8,603.82,경기도
 2019,07,158.8,436.88,경기도
 2019,08,250.1,548.63,경기도
 2019,09,179.5,372.93,경기도
 2020,03,262.3,520.32,경기도
 2020,04,305.5,639.12,경기도
 2020,05,208.4,559.39,경기도
 2020,06,245.1,579.08,경기도
 2020,07,167.1,436.97,경기도
 2020,08,116.2,357.68,경기도
 2020,09,208.2,428.77,경기도
 2021,03,242.6,457.07,경기도
 2021,04,239.0,541.96,경기도
 2021,05,212.8,544.33,경기도
 2021,06,225.3,575.34,경기도
 2021,07,256.6,608.7,경기도
 2021,08,180.1,426.72,경기도
 2021,09,209.4,428.47,경기도
 2022,03,201.9,420.72,경기도
 2022,04,271.2,615.58,경기도
 2022,05,317.2,731.25,경기도
 2022,06,162.2,465.63,경기도
 2022,07,196.1,546.57,경기도
 2022,08,160.6,458.58,경기도
 2022,09,220.0,486.17,경기도
 1980,03,276.4,997.47,강원도
 1980,04,265.6,835.41,강원도
 1980,05,310.2,1332.9,강원도
 1980,06,286.0,1416.49,강원도
 1980,07,226.8,1043.88,강원도
 1980,08,223.2,898.18,강원도
 1980,09,260.7,1124.8,강원도
 1981,03,261.6,1175.89,강원도
 1981,04,254.8,1293.12,강원도
 1981,05,278.0,1357.62,강원도
 1981,06,299.2,1475.45,강원도
 1981,07,235.0,1260.43,강원도
 1981,08,244.0,1266.18,강원도
 1981,09,233.6,1004.62,강원도
 1982,03,254.4,455.46,강원도
 1982,04,301.6,534.16,강원도
 1982,05,255.3,516.73,강원도
 1982,06,306.0,634.83,강원도
 1982,07,301.3,582.25,강원도
 1982,08,238.5,484.04,강원도
 1982,09,283.2,532.99,강원도
 1983,03,242.9,485.21,강원도
 1983,04,264.8,540.61,강원도
 1983,05,303.0,648.55,강원도
 1983,06,309.1,635.48,강원도
 1983,07,222.1,454.99,강원도
 1983,08,252.5,558.55,강원도
 1983,09,216.6,400.13,강원도
 1984,03,257.3,505.3,강원도
 1984,04,251.9,509.31,강원도
 1984,05,322.6,667.02,강원도
 1984,06,267.5,534.63,강원도
 1984,07,258.6,524.54,강원도
 1984,08,264.4,490.29,강원도
 1984,09,226.9,411.93,강원도
 1985,03,247.3,463.73,강원도
 1985,04,263.4,527.77,강원도
 1985,05,280.2,593.65,강원도
 1985,06,294.3,532.88,강원도
 1985,07,258.6,565.87,강원도
 1985,08,245.4,489.39,강원도
 1985,09,166.4,323.7,강원도
 1986,03,226.4,443.34,강원도
 1986,04,291.9,599.19,강원도
 1986,05,270.2,607.68,강원도
 1986,06,215.5,528.7,강원도
 1986,07,216.7,470.68,강원도
 1986,08,223.8,496.34,강원도
 1986,09,215.6,448.24,강원도
 1987,03,214.0,442.66,강원도
 1987,04,265.9,557.43,강원도
 1987,05,303.0,649.79,강원도
 1987,06,296.3,628.0,강원도
 1987,07,245.5,460.92,강원도
 1987,08,210.1,421.67,강원도
 1987,09,266.5,458.25,강원도
 1988,03,233.0,437.94,강원도
 1988,04,266.7,553.05,강원도
 1988,05,290.4,612.97,강원도
 1988,06,247.8,565.7,강원도
 1988,07,166.1,390.77,강원도
 1988,08,246.1,597.32,강원도
 1988,09,205.7,469.77,강원도
 1989,03,206.2,404.45,강원도
 1989,04,281.9,581.11,강원도
 1989,05,285.2,642.47,강원도
 1989,06,239.8,610.63,강원도
 1989,07,218.1,456.14,강원도
 1989,08,233.5,476.64,강원도
 1989,09,180.2,376.85,강원도
 1990,03,221.5,392.97,강원도
 1990,04,230.6,490.16,강원도
 1990,05,261.3,549.34,강원도
 1990,06,203.8,436.98,강원도
 1990,07,177.9,428.17,강원도
 1990,08,260.2,510.69,강원도
 1990,09,183.4,398.15,강원도
 1991,03,197.8,415.64,강원도
 1991,04,268.1,558.42,강원도
 1991,05,303.8,644.74,강원도
 1991,06,289.2,567.73,강원도
 1991,07,174.8,404.76,강원도
 1991,08,254.3,572.09,강원도
 1991,09,199.5,403.12,강원도
 1992,03,187.2,389.03,강원도
 1992,04,235.8,479.35,강원도
 1992,05,272.4,580.21,강원도
 1992,06,269.2,605.68,강원도
 1992,07,239.7,483.26,강원도
 1992,08,179.2,452.78,강원도
 1992,09,192.4,393.71,강원도
 1993,03,211.1,416.51,강원도
 1993,04,234.2,486.26,강원도
 1993,05,237.0,587.78,강원도
 1993,06,159.2,496.71,강원도
 1993,07,182.2,519.05,강원도
 1993,08,161.0,438.7,강원도
 1993,09,237.0,580.81,강원도
 1994,03,230.8,547.36,강원도
 1994,04,235.7,600.55,강원도
 1994,05,234.7,626.97,강원도
 1994,06,216.0,636.17,강원도
 1994,07,231.8,578.9,강원도
 1994,08,235.5,584.6,강원도
 1994,09,211.5,503.06,강원도
 1995,03,179.5,379.5,강원도
 1995,04,264.8,525.32,강원도
 1995,05,244.8,597.74,강원도
 1995,06,201.8,534.19,강원도
 1995,07,184.6,483.16,강원도
 1995,08,178.9,441.34,강원도
 1995,09,186.0,409.01,강원도
 1996,03,193.7,401.43,강원도
 1996,04,262.2,559.73,강원도
 1996,05,251.6,575.99,강원도
 1996,06,138.7,423.88,강원도
 1996,07,202.0,491.24,강원도
 1996,08,194.1,484.31,강원도
 1996,09,224.2,453.88,강원도
 1997,03,239.1,445.89,강원도
 1997,04,227.6,505.38,강원도
 1997,05,185.1,478.37,강원도
 1997,06,218.9,534.5,강원도
 1997,07,231.1,546.77,강원도
 1997,08,219.4,503.89,강원도
 1997,09,208.2,409.76,강원도
 1998,03,249.7,453.22,강원도
 1998,04,193.9,451.15,강원도
 1998,05,255.1,560.2,강원도
 1998,06,186.8,482.84,강원도
 1998,07,171.2,425.67,강원도
 1998,08,146.5,397.69,강원도
 1998,09,197.6,387.97,강원도
 1999,03,208.4,402.93,강원도
 1999,04,232.3,474.29,강원도
 1999,05,254.5,569.74,강원도
 1999,06,249.5,573.25,강원도
 1999,07,175.1,485.0,강원도
 1999,08,209.7,480.71,강원도
 1999,09,157.9,373.67,강원도
 2000,03,233.0,464.37,강원도
 2000,04,217.2,546.58,강원도
 2000,05,195.8,550.53,강원도
 2000,06,206.7,640.77,강원도
 2000,07,198.3,580.46,강원도
 2000,08,145.4,451.25,강원도
 2000,09,155.9,374.57,강원도
 2001,03,224.6,514.33,강원도
 2001,04,303.5,594.79,강원도
 2001,05,338.2,624.11,강원도
 2001,06,273.8,467.64,강원도
 2001,07,317.8,545.17,강원도
 2001,08,325.7,600.02,강원도
 2001,09,286.7,486.06,강원도
 2002,03,254.4,493.65,강원도
 2002,04,267.8,598.13,강원도
 2002,05,270.5,610.05,강원도
 2002,06,286.1,623.49,강원도
 2002,07,213.1,507.26,강원도
 2002,08,157.6,345.73,강원도
 2002,09,196.3,440.75,강원도
 2003,03,225.8,407.53,강원도
 2003,04,220.9,463.96,강원도
 2003,05,276.3,622.62,강원도
 2003,06,243.4,501.16,강원도
 2003,07,190.2,495.54,강원도
 2003,08,199.3,406.99,강원도
 2003,09,168.3,371.58,강원도
 2004,03,269.9,535.18,강원도
 2004,04,272.2,560.47,강원도
 2004,05,282.3,590.91,강원도
 2004,06,269.4,572.74,강원도
 2004,07,226.8,440.7,강원도
 2004,08,206.7,507.92,강원도
 2004,09,192.8,482.73,강원도
 2005,03,251.8,491.13,강원도
 2005,04,284.4,578.79,강원도
 2005,05,310.4,633.07,강원도
 2005,06,280.7,542.73,강원도
 2005,07,225.9,502.2,강원도
 2005,08,179.4,492.1,강원도
 2005,09,145.5,398.35,강원도
 2006,03,248.0,515.78,강원도
 2006,04,170.7,439.82,강원도
 2006,05,214.6,588.34,강원도
 2006,06,226.0,586.83,강원도
 2006,07,99.7,355.02,강원도
 2006,08,212.8,584.91,강원도
 2006,09,202.9,498.44,강원도
 2007,03,181.9,429.75,강원도
 2007,04,197.7,550.76,강원도
 2007,05,239.6,633.81,강원도
 2007,06,210.2,608.85,강원도
 2007,07,136.5,487.87,강원도
 2007,08,146.2,422.18,강원도
 2007,09,88.2,328.15,강원도
 2008,03,179.6,436.46,강원도
 2008,04,210.8,528.74,강원도
 2008,05,213.7,626.15,강원도
 2008,06,199.7,607.91,강원도
 2008,07,158.3,514.72,강원도
 2008,08,226.9,573.0,강원도
 2008,09,196.3,474.81,강원도
 2009,03,188.3,471.16,강원도
 2009,04,247.0,585.03,강원도
 2009,05,236.7,614.45,강원도
 2009,06,206.2,581.82,강원도
 2009,07,159.7,544.0,강원도
 2009,08,180.1,542.8,강원도
 2009,09,201.5,492.95,강원도
 2010,03,135.2,406.85,강원도
 2010,04,186.3,516.08,강원도
 2010,05,208.6,620.22,강원도
 2010,06,259.9,683.42,강원도
 2010,07,159.7,511.81,강원도
 2010,08,121.2,410.23,강원도
 2010,09,153.0,398.73,강원도
 2011,03,242.2,546.01,강원도
 2011,04,207.6,535.51,강원도
 2011,05,191.6,557.47,강원도
 2011,06,213.1,596.74,강원도
 2011,07,101.3,395.77,강원도
 2011,08,139.6,468.45,강원도
 2011,09,190.9,457.64,강원도
 2012,03,188.7,435.53,강원도
 2012,04,229.4,550.3,강원도
 2012,05,258.7,647.34,강원도
 2012,06,223.6,672.74,강원도
 2012,07,212.0,542.09,강원도
 2012,08,183.7,480.56,강원도
 2012,09,202.8,441.77,강원도
 2013,03,256.9,518.49,강원도
 2013,04,232.9,536.79,강원도
 2013,05,255.0,621.98,강원도
 2013,06,238.9,658.11,강원도
 2013,07,174.9,460.92,강원도
 2013,08,251.4,577.16,강원도
 2013,09,187.0,404.03,강원도
 2014,03,225.4,464.73,강원도
 2014,04,220.5,534.07,강원도
 2014,05,304.5,730.5,강원도
 2014,06,197.6,567.81,강원도
 2014,07,251.3,588.41,강원도
 2014,08,160.2,428.42,강원도
 2014,09,230.0,493.84,강원도
 2015,03,296.0,560.94,강원도
 2015,04,227.8,480.98,강원도
 2015,05,329.3,710.79,강원도
 2015,06,275.9,620.74,강원도
 2015,07,211.3,517.62,강원도
 2015,08,246.5,577.22,강원도
 2015,09,256.6,519.16,강원도
 2016,03,236.3,516.41,강원도
 2016,04,252.7,567.36,강원도
 2016,05,321.3,715.68,강원도
 2016,06,277.8,611.06,강원도
 2016,07,206.2,477.65,강원도
 2016,08,253.8,573.78,강원도
 2016,09,202.5,391.01,강원도
 2017,03,239.3,469.34,강원도
 2017,04,286.0,617.31,강원도
 2017,05,314.0,703.85,강원도
 2017,06,279.9,684.74,강원도
 2017,07,207.8,511.43,강원도
 2017,08,176.8,468.56,강원도
 2017,09,252.0,535.15,강원도
 2018,03,231.0,466.11,강원도
 2018,04,268.4,567.54,강원도
 2018,05,265.0,581.54,강원도
 2018,06,267.3,650.56,강원도
 2018,07,252.5,636.31,강원도
 2018,08,235.2,545.21,강원도
 2018,09,207.8,459.98,강원도
 2019,03,237.7,491.78,강원도
 2019,04,236.5,567.23,강원도
 2019,05,340.0,784.83,강원도
 2019,06,284.6,698.73,강원도
 2019,07,211.8,556.37,강원도
 2019,08,267.7,633.22,강원도
 2019,09,201.4,448.43,강원도
 2020,03,273.6,559.7,강원도
 2020,04,288.8,613.78,강원도
 2020,05,248.4,638.57,강원도
 2020,06,267.3,651.1,강원도
 2020,07,210.6,515.01,강원도
 2020,08,143.6,407.6,강원도
 2020,09,213.3,429.74,강원도
 2021,03,240.7,493.87,강원도
 2021,04,262.0,604.86,강원도
 2021,05,247.5,592.14,강원도
 2021,06,247.4,615.72,강원도
 2021,07,289.1,697.93,강원도
 2021,08,211.3,486.91,강원도
 2021,09,231.6,476.77,강원도
 2022,03,226.4,475.59,강원도
 2022,04,281.5,630.56,강원도
 2022,05,327.7,751.88,강원도
 2022,06,195.6,533.66,강원도
 2022,07,227.5,582.61,강원도
 2022,08,176.3,455.87,강원도
 2022,09,236.3,500.53,강원도
 1980,03,231.7,663.93,충청북도
 1980,04,224.6,714.01,충청북도
 1980,05,282.7,1154.48,충청북도
 1980,06,218.6,962.8,충청북도
 1980,07,167.6,626.09,충청북도
 1980,08,174.8,759.57,충청북도
 1980,09,233.5,958.17,충청북도
 1981,03,231.4,716.99,충청북도
 1981,04,233.2,831.87,충청북도
 1981,05,256.5,919.96,충청북도
 1981,06,237.6,824.2,충청북도
 1981,07,195.2,707.3,충청북도
 1981,08,210.5,661.46,충청북도
 1981,09,216.4,730.06,충청북도
 1982,03,237.2,460.85,충청북도
 1982,04,257.7,546.11,충청북도
 1982,05,251.1,555.12,충청북도
 1982,06,300.6,647.02,충청북도
 1982,07,231.8,566.13,충청북도
 1982,08,201.6,487.63,충청북도
 1982,09,251.4,460.55,충청북도
 1983,03,218.9,418.55,충청북도
 1983,04,229.6,508.54,충청북도
 1983,05,275.9,606.61,충청북도
 1983,06,277.6,628.29,충청북도
 1983,07,182.2,449.81,충청북도
 1983,08,227.0,450.14,충청북도
 1983,09,180.6,399.4,충청북도
 1984,03,232.7,450.41,충청북도
 1984,04,220.5,484.33,충청북도
 1984,05,300.6,644.46,충청북도
 1984,06,229.4,552.48,충청북도
 1984,07,215.2,500.08,충청북도
 1984,08,235.5,524.47,충청북도
 1984,09,201.8,424.73,충청북도
 1985,03,225.1,447.02,충청북도
 1985,04,233.2,526.47,충청북도
 1985,05,254.4,563.96,충청북도
 1985,06,238.7,434.66,충청북도
 1985,07,221.4,436.52,충청북도
 1985,08,235.3,399.62,충청북도
 1985,09,148.5,259.13,충청북도
 1986,03,220.8,441.11,충청북도
 1986,04,270.3,567.31,충청북도
 1986,05,275.6,613.98,충청북도
 1986,06,216.0,501.57,충청북도
 1986,07,198.1,482.18,충청북도
 1986,08,209.7,478.79,충청북도
 1986,09,206.6,416.87,충청북도
 1987,03,206.3,419.0,충청북도
 1987,04,222.1,477.97,충청북도
 1987,05,262.6,591.47,충청북도
 1987,06,277.0,578.78,충청북도
 1987,07,156.6,378.7,충청북도
 1987,08,174.7,405.19,충청북도
 1987,09,228.2,462.43,충청북도
 1988,03,218.9,384.84,충청북도
 1988,04,269.8,537.36,충청북도
 1988,05,278.5,580.02,충청북도
 1988,06,247.1,558.53,충청북도
 1988,07,172.0,399.32,충청북도
 1988,08,237.4,526.82,충청북도
 1988,09,219.8,440.33,충청북도
 1989,03,213.6,418.2,충청북도
 1989,04,279.3,561.38,충청북도
 1989,05,278.7,594.57,충청북도
 1989,06,242.6,603.98,충청북도
 1989,07,205.3,499.32,충청북도
 1989,08,249.4,552.16,충청북도
 1989,09,191.0,393.07,충청북도
 1990,03,193.2,427.02,충청북도
 1990,04,208.0,479.44,충청북도
 1990,05,214.9,594.43,충청북도
 1990,06,156.5,502.67,충청북도
 1990,07,177.9,495.97,충청북도
 1990,08,252.9,519.94,충청북도
 1990,09,193.5,400.81,충청북도
 1991,03,191.1,405.88,충청북도
 1991,04,272.5,533.79,충청북도
 1991,05,277.9,632.12,충청북도
 1991,06,260.5,568.66,충청북도
 1991,07,149.3,337.81,충청북도
 1991,08,233.4,475.23,충청북도
 1991,09,180.2,401.32,충청북도
 1992,03,183.3,341.81,충청북도
 1992,04,228.4,506.19,충청북도
 1992,05,246.8,549.27,충청북도
 1992,06,261.0,515.46,충청북도
 1992,07,208.1,515.45,충청북도
 1992,08,206.2,420.01,충청북도
 1992,09,182.1,367.18,충청북도
 1993,03,202.5,432.84,충청북도
 1993,04,235.4,509.69,충청북도
 1993,05,255.5,560.95,충청북도
 1993,06,155.7,403.84,충청북도
 1993,07,155.9,399.72,충청북도
 1993,08,133.6,357.5,충청북도
 1993,09,217.7,481.35,충청북도
 1994,03,227.6,428.24,충청북도
 1994,04,220.9,457.06,충청북도
 1994,05,220.2,509.83,충청북도
 1994,06,236.7,505.19,충청북도
 1994,07,269.4,570.9,충청북도
 1994,08,242.5,480.31,충청북도
 1994,09,241.7,466.65,충청북도
 1995,03,186.2,365.36,충청북도
 1995,04,257.0,511.18,충청북도
 1995,05,240.3,516.17,충청북도
 1995,06,238.3,512.62,충청북도
 1995,07,170.7,397.53,충청북도
 1995,08,198.0,449.96,충청북도
 1995,09,180.0,384.97,충청북도
 1996,03,185.6,379.59,충청북도
 1996,04,270.8,541.28,충청북도
 1996,05,264.7,562.43,충청북도
 1996,06,127.6,388.01,충청북도
 1996,07,239.4,538.2,충청북도
 1996,08,208.3,462.83,충청북도
 1996,09,226.0,435.73,충청북도
 1997,03,241.6,444.9,충청북도
 1997,04,240.2,491.73,충청북도
 1997,05,205.6,489.85,충청북도
 1997,06,250.3,547.8,충청북도
 1997,07,182.2,445.89,충청북도
 1997,08,230.7,493.58,충청북도
 1997,09,227.0,439.16,충청북도
 1998,03,232.8,417.76,충청북도
 1998,04,177.8,426.78,충청북도
 1998,05,232.5,517.94,충청북도
 1998,06,165.0,433.31,충청북도
 1998,07,168.2,435.75,충청북도
 1998,08,141.9,368.89,충청북도
 1998,09,192.5,388.88,충청북도
 1999,03,192.4,367.18,충청북도
 1999,04,245.3,496.11,충청북도
 1999,05,266.6,563.64,충청북도
 1999,06,238.4,548.46,충청북도
 1999,07,189.4,493.33,충청북도
 1999,08,172.3,412.67,충청북도
 1999,09,161.3,356.48,충청북도
 2000,03,237.5,512.7,충청북도
 2000,04,234.2,542.89,충청북도
 2000,05,214.7,567.51,충청북도
 2000,06,204.5,521.74,충청북도
 2000,07,185.6,542.21,충청북도
 2000,08,152.4,443.55,충청북도
 2000,09,140.2,379.42,충청북도
 2001,03,293.3,491.62,충청북도
 2001,04,320.6,626.39,충청북도
 2001,05,352.8,636.14,충청북도
 2001,06,295.9,483.87,충청북도
 2001,07,323.6,561.16,충청북도
 2001,08,347.8,554.33,충청북도
 2001,09,316.3,506.0,충청북도
 2002,03,258.6,491.64,충청북도
 2002,04,272.5,526.43,충청북도
 2002,05,288.3,553.61,충청북도
 2002,06,306.7,583.03,충청북도
 2002,07,254.7,478.39,충청북도
 2002,08,170.9,317.22,충청북도
 2002,09,237.2,434.54,충청북도
 2003,03,229.1,417.55,충청북도
 2003,04,219.5,465.67,충청북도
 2003,05,292.1,601.58,충청북도
 2003,06,236.7,472.91,충청북도
 2003,07,224.6,378.3,충청북도
 2003,08,183.9,375.54,충청북도
 2003,09,181.7,364.51,충청북도
 2004,03,264.9,494.33,충청북도
 2004,04,268.2,562.06,충청북도
 2004,05,239.6,545.7,충청북도
 2004,06,258.8,519.73,충청북도
 2004,07,189.7,470.64,충청북도
 2004,08,240.0,508.78,충청북도
 2004,09,203.8,428.79,충청북도
 2005,03,257.6,512.74,충청북도
 2005,04,277.7,564.99,충청북도
 2005,05,306.2,652.33,충청북도
 2005,06,263.3,558.66,충청북도
 2005,07,224.2,457.1,충청북도
 2005,08,203.0,441.67,충청북도
 2005,09,193.0,404.79,충청북도
 2006,03,266.3,500.65,충청북도
 2006,04,206.0,456.13,충청북도
 2006,05,267.3,597.96,충청북도
 2006,06,252.9,564.78,충청북도
 2006,07,116.9,324.05,충청북도
