년,월,평균상대습도(%),최소상대습도(%),지역
 1984,06,87,49,제주도
 1984,07,86,48,제주도
 1984,08,87,56,제주도
 1984,09,82,44,제주도
 1985,03,71,35,제주도
 1985,04,75,35,제주도
 1985,05,82,36,제주도
 1985,06,86,49,제주도
 1985,07,85,53,제주도
 1985,08,86,50,제주도
 1985,09,81,40,제주도
 1986,03,73,36,제주도
 1986,04,72,30,제주도
 1986,05,79,41,제주도
 1986,06,85,35,제주도
 1986,07,87,53,제주도
 1986,08,76,42,제주도
 1986,09,83,40,제주도
 1987,03,77,37,제주도
 1987,04,77,37,제주도
 1987,05,81,36,제주도
 1987,06,84,40,제주도
 1987,07,92,68,제주도
 1987,08,87,58,제주도
 1987,09,72,29,제주도
 1988,03,73,39,제주도
 1988,04,74,32,제주도
 1988,05,78,28,제주도
 1988,06,88,54,제주도
 1988,07,86,53,제주도
 1988,08,83,60,제주도
 1988,09,84,51,제주도
 1989,03,70,36,제주도
 1989,04,75,40,제주도
 1989,05,85,40,제주도
 1989,06,87,42,제주도
 1989,07,90,60,제주도
 1989,08,86,52,제주도
 1989,09,85,47,제주도
 1990,03,73,35,제주도
 1990,04,74,23,제주도
 1990,05,82,25,제주도
 1990,06,89,38,제주도
 1990,07,91,65,제주도
 1990,08,82,55,제주도
 1990,09,84,47,제주도
 1991,03,75,30,제주도
 1991,04,75,29,제주도
 1991,05,79,28,제주도
 1991,06,89,50,제주도
 1991,07,93,67,제주도
 1991,08,85,42,제주도
 1991,09,82,51,제주도
 1992,03,78,34,제주도
 1992,04,78,30,제주도
 1992,05,80,34,제주도
 1992,06,83,49,제주도
 1992,07,91,69,제주도
 1992,08,85,43,제주도
 1992,09,80,36,제주도
 1993,03,75,41,제주도
 1993,04,74,26,제주도
 1993,05,83,36,제주도
 1993,06,89,44,제주도
 1993,07,87,58,제주도
 1993,08,89,55,제주도
 1993,09,78,39,제주도
 1994,03,73,39,제주도
 1994,04,83,35,제주도
 1994,05,84,27,제주도
 1994,06,88,31,제주도
 1994,07,87,44,제주도
 1994,08,87,60,제주도
 1994,09,74,42,제주도
 1995,03,75,31,제주도
 1995,04,75,23,제주도
 1995,05,77,22,제주도
 1995,06,86,35,제주도
 1995,07,91,66,제주도
 1995,08,86,61,제주도
 1995,09,75,39,제주도
 1996,03,74,34,제주도
 1996,04,65,21,제주도
 1996,05,81,22,제주도
 1996,06,93,57,제주도
 1996,07,90,57,제주도
 1996,08,83,52,제주도
 1996,09,75,30,제주도
 1997,03,65,27,제주도
 1997,04,71,33,제주도
 1997,05,77,32,제주도
 1997,06,79,38,제주도
 1997,07,88,55,제주도
 1997,08,86,51,제주도
 1997,09,74,41,제주도
 1998,03,76,32,제주도
 1998,04,89,59,제주도
 1998,05,87,36,제주도
 1998,06,92,50,제주도
 1998,07,92,61,제주도
 1998,08,88,60,제주도
 1998,09,79,45,제주도
 1999,03,78,34,제주도
 1999,04,79,37,제주도
 1999,05,82,31,제주도
 1999,06,87,41,제주도
 1999,07,91,64,제주도
 1999,08,90,65,제주도
 1999,09,87,41,제주도
 2000,03,68,19,제주도
 2000,04,71,21,제주도
 2000,05,79,22,제주도
 2000,06,85,25,제주도
 2000,07,86,48,제주도
 2000,08,83,50,제주도
 2000,09,79,28,제주도
 2001,03,64,26,제주도
 2001,04,70,28,제주도
 2001,05,80,26,제주도
 2001,06,86,41,제주도
 2001,07,87,57,제주도
 2001,08,76,42,제주도
 2001,09,70,42,제주도
 2002,03,66,15,제주도
 2002,04,74,20,제주도
 2002,05,84,19,제주도
 2002,06,82,31,제주도
 2002,07,92,55,제주도
 2002,08,89,61,제주도
 2002,09,79,45,제주도
 2003,03,73,35,제주도
 2003,04,77,25,제주도
 2003,05,82,32,제주도
 2003,06,85,37,제주도
 2003,07,92,69,제주도
 2003,08,89,51,제주도
 2003,09,82,45,제주도
 2004,03,63,20,제주도
 2004,04,71,16,제주도
 2004,05,84,26,제주도
 2004,06,80,27,제주도
 2004,07,88,58,제주도
 2004,08,81,51,제주도
 2004,09,81,42,제주도
 2005,03,67,35,제주도
 2005,04,73,27,제주도
 2005,05,73,21,제주도
 2005,06,84,49,제주도
 2005,07,87,65,제주도
 2005,08,86,50,제주도
 2005,09,83,45,제주도
 2006,03,66,19,제주도
 2006,04,73,20,제주도
 2006,05,83,29,제주도
 2006,06,89,43,제주도
 2006,07,91,66,제주도
 2006,08,81,48,제주도
 2006,09,75,42,제주도
 2007,03,69,34,제주도
 2007,04,66,21,제주도
 2007,05,78,27,제주도
 2007,06,85,54,제주도
 2007,07,86,40,제주도
 2007,08,82,52,제주도
 2007,09,81,42,제주도
 2008,03,65,25,제주도
 2008,04,69,20,제주도
 2008,05,73,21,제주도
 2008,06,84,26,제주도
 2008,07,84,57,제주도
 2008,08,79,47,제주도
 2008,09,78,49,제주도
 2009,03,62,20,제주도
 2009,04,68,18,제주도
 2009,05,70,19,제주도
 2009,06,79,30,제주도
 2009,07,83,55,제주도
 2009,08,76,43,제주도
 2009,09,72,41,제주도
 2010,03,69,25,제주도
 2010,04,67,24,제주도
 2010,05,74,20,제주도
 2010,06,82,36,제주도
 2010,07,90,56,제주도
 2010,08,83,57,제주도
 2010,09,81,42,제주도
 2011,03,58,27,제주도
 2011,04,73,21,제주도
 2011,05,81,38,제주도
 2011,06,89,54,제주도
 2011,07,86,53,제주도
 2011,08,87,48,제주도
 2011,09,76,28,제주도
 2012,03,70,30,제주도
 2012,04,75,19,제주도
 2012,05,81,26,제주도
 2012,06,93,61,제주도
 2012,07,96,63,제주도
 2012,08,93,48,제주도
 2012,09,87,47,제주도
 2013,03,74,36,제주도
 2013,04,69,33,제주도
 2013,05,84,34,제주도
 2013,06,91,59,제주도
 2013,07,88,65,제주도
 2013,08,83,47,제주도
 2013,09,78,35,제주도
 2014,03,72,25,제주도
 2014,04,73,18,제주도
 2014,05,80,29,제주도
 2014,06,89,50,제주도
 2014,07,92,54,제주도
 2014,08,90,60,제주도
 2014,09,79,45,제주도
 2015,03,70,26,제주도
 2015,04,82,19,제주도
 2015,05,80,20,제주도
 2015,06,90,43,제주도
 2015,07,92,56,제주도
 2015,08,86,56,제주도
 2015,09,78,46,제주도
 2016,03,72,30,제주도
 2016,04,84,25,제주도
 2016,05,82,31,제주도
 2016,06,91,46,제주도
 2016,07,92,69,제주도
 2016,08,79,56,제주도
 2016,09,86,48,제주도
 2017,03,65,26,제주도
 2017,04,79,24,제주도
 2017,05,81,17,제주도
 2017,06,88,35,제주도
 2017,07,95,69,제주도
 2017,08,84,40,제주도
 2017,09,79,29,제주도
 2018,03,84,37,제주도
 2018,04,83,22,제주도
 2018,05,87,36,제주도
 2018,06,89,49,제주도
 2018,07,93,61,제주도
 2018,08,92,52,제주도
 2018,09,85,38,제주도
 2019,03,72,33,제주도
 2019,04,77,22,제주도
 2019,05,77,28,제주도
 2019,06,90,52,제주도
 2019,07,97,56,제주도
 2019,08,93,60,제주도
 2019,09,92,46,제주도
 2020,03,73,32,제주도
 2020,04,68,29,제주도
 2020,05,90,25,제주도
 2020,06,92,50,제주도
 2020,07,94,64,제주도
 2020,08,92,66,제주도
 2020,09,85,41,제주도
 2021,03,79,31,제주도
 2021,04,74,28,제주도
 2021,05,87,34,제주도
 2021,06,94,41,제주도
 2021,07,94,74,제주도
 2021,08,93,58,제주도
 2021,09,89,62,제주도
 2022,03,79,42,제주도
 2022,04,79,30,제주도
 2022,05,79,31,제주도
 2022,06,95,52,제주도
 2022,07,93,57,제주도
 2022,08,90,55,제주도
 2022,09,80,38,제주도
 1980,03,73,35,제주도
 1980,04,75,23,제주도
 1980,05,79,29,제주도
 1980,06,89,34,제주도
 1980,07,92,48,제주도
 1980,08,88,60,제주도
 1980,09,78,40,제주도
 1981,03,68,26,제주도
 1981,04,73,28,제주도
 1981,05,71,19,제주도
 1981,06,83,31,제주도
 1981,07,87,50,제주도
 1981,08,83,48,제주도
 1981,09,78,40,제주도
 1982,03,71,32,제주도
 1982,04,76,24,제주도
 1982,05,82,31,제주도
 1982,06,82,34,제주도
 1982,07,91,52,제주도
 1982,08,86,49,제주도
 1982,09,79,43,제주도
 1983,03,74,30,제주도
 1983,04,79,32,제주도
 1983,05,81,33,제주도
 1983,06,85,38,제주도
 1983,07,87,50,제주도
 1983,08,83,55,제주도
 1983,09,87,54,제주도
 1984,03,65,30,제주도
 1984,04,79,35,제주도
 1984,05,79,32,제주도
 1984,06,87,49,제주도
 1984,07,86,48,제주도
 1984,08,87,56,제주도
 1984,09,82,44,제주도
 1985,03,71,35,제주도
 1985,04,75,35,제주도
 1985,05,82,36,제주도
 1985,06,86,49,제주도
 1985,07,85,53,제주도
 1985,08,86,50,제주도
 1985,09,81,40,제주도
 1986,03,73,36,제주도
 1986,04,72,30,제주도
 1986,05,79,41,제주도
 1986,06,85,35,제주도
 1986,07,87,53,제주도
 1986,08,76,42,제주도
 1986,09,83,40,제주도
 1987,03,77,37,제주도
 1987,04,77,37,제주도
 1987,05,81,36,제주도
 1987,06,84,40,제주도
 1987,07,92,68,제주도
 1987,08,87,58,제주도
 1987,09,72,29,제주도
 1988,03,73,39,제주도
 1988,04,74,32,제주도
 1988,05,78,28,제주도
 1988,06,88,54,제주도
 1988,07,86,53,제주도
 1988,08,83,60,제주도
 1988,09,84,51,제주도
 1989,03,70,36,제주도
 1989,04,75,40,제주도
 1989,05,85,40,제주도
 1989,06,87,42,제주도
 1989,07,90,60,제주도
 1989,08,86,52,제주도
 1989,09,85,47,제주도
 1990,03,73,35,제주도
 1990,04,74,23,제주도
 1990,05,82,25,제주도
 1990,06,89,38,제주도
 1990,07,91,65,제주도
 1990,08,82,55,제주도
 1990,09,84,47,제주도
 1991,03,75,30,제주도
 1991,04,75,29,제주도
 1991,05,79,28,제주도
 1991,06,89,50,제주도
 1991,07,93,67,제주도
 1991,08,85,42,제주도
 1991,09,82,51,제주도
 1992,03,78,34,제주도
 1992,04,78,30,제주도
 1992,05,80,34,제주도
 1992,06,83,49,제주도
 1992,07,91,69,제주도
 1992,08,85,43,제주도
 1992,09,80,36,제주도
 1993,03,75,41,제주도
 1993,04,74,26,제주도
 1993,05,83,36,제주도
 1993,06,89,44,제주도
 1993,07,87,58,제주도
 1993,08,89,55,제주도
 1993,09,78,39,제주도
 1994,03,73,39,제주도
 1994,04,83,35,제주도
 1994,05,84,27,제주도
 1994,06,88,31,제주도
 1994,07,87,44,제주도
 1994,08,87,60,제주도
 1994,09,74,42,제주도
 1995,03,75,31,제주도
 1995,04,75,23,제주도
 1995,05,77,22,제주도
 1995,06,86,35,제주도
 1995,07,91,66,제주도
 1995,08,86,61,제주도
 1995,09,75,39,제주도
 1996,03,74,34,제주도
 1996,04,65,21,제주도
 1996,05,81,22,제주도
 1996,06,93,57,제주도
 1996,07,90,57,제주도
 1996,08,83,52,제주도
 1996,09,75,30,제주도
 1997,03,65,27,제주도
 1997,04,71,33,제주도
 1997,05,77,32,제주도
 1997,06,79,38,제주도
 1997,07,88,55,제주도
 1997,08,86,51,제주도
 1997,09,74,41,제주도
 1998,03,76,32,제주도
 1998,04,89,59,제주도
 1998,05,87,36,제주도
 1998,06,92,50,제주도
 1998,07,92,61,제주도
 1998,08,88,60,제주도
 1998,09,79,45,제주도
 1999,03,78,34,제주도
 1999,04,79,37,제주도
 1999,05,82,31,제주도
 1999,06,87,41,제주도
 1999,07,91,64,제주도
 1999,08,90,65,제주도
 1999,09,87,41,제주도
 2000,03,68,19,제주도
 2000,04,71,21,제주도
 2000,05,79,22,제주도
 2000,06,85,25,제주도
 2000,07,86,48,제주도
 2000,08,83,50,제주도
 2000,09,79,28,제주도
 2001,03,64,26,제주도
 2001,04,70,28,제주도
 2001,05,80,26,제주도
 2001,06,86,41,제주도
 2001,07,87,57,제주도
 2001,08,76,42,제주도
 2001,09,70,42,제주도
 2002,03,66,15,제주도
 2002,04,74,20,제주도
 2002,05,84,19,제주도
 2002,06,82,31,제주도
 2002,07,92,55,제주도
 2002,08,89,61,제주도
 2002,09,79,45,제주도
 2003,03,73,35,제주도
 2003,04,77,25,제주도
 2003,05,82,32,제주도
 2003,06,85,37,제주도
 2003,07,92,69,제주도
 2003,08,89,51,제주도
 2003,09,82,45,제주도
 2004,03,63,20,제주도
 2004,04,71,16,제주도
 2004,05,84,26,제주도
 2004,06,80,27,제주도
 2004,07,88,58,제주도
 2004,08,81,51,제주도
 2004,09,81,42,제주도
 2005,03,67,35,제주도
 2005,04,73,27,제주도
 2005,05,73,21,제주도
 2005,06,84,49,제주도
 2005,07,87,65,제주도
 2005,08,86,50,제주도
 2005,09,83,45,제주도
 2006,03,66,19,제주도
 2006,04,73,20,제주도
 2006,05,83,29,제주도
 2006,06,89,43,제주도
 2006,07,91,66,제주도
 2006,08,81,48,제주도
 2006,09,75,42,제주도
 2007,03,69,34,제주도
 2007,04,66,21,제주도
 2007,05,78,27,제주도
 2007,06,85,54,제주도
 2007,07,86,40,제주도
 2007,08,82,52,제주도
 2007,09,81,42,제주도
 2008,03,65,25,제주도
 2008,04,69,20,제주도
 2008,05,73,21,제주도
 2008,06,84,26,제주도
 2008,07,84,57,제주도
 2008,08,79,47,제주도
 2008,09,78,49,제주도
 2009,03,62,20,제주도
 2009,04,68,18,제주도
 2009,05,70,19,제주도
 2009,06,79,30,제주도
 2009,07,83,55,제주도
 2009,08,76,43,제주도
 2009,09,72,41,제주도
 2010,03,69,25,제주도
 2010,04,67,24,제주도
 2010,05,74,20,제주도
 2010,06,82,36,제주도
 2010,07,90,56,제주도
 2010,08,83,57,제주도
 2010,09,81,42,제주도
 2011,03,58,27,제주도
 2011,04,73,21,제주도
 2011,05,81,38,제주도
 2011,06,89,54,제주도
 2011,07,86,53,제주도
 2011,08,87,48,제주도
 2011,09,76,28,제주도
 2012,03,70,30,제주도
 2012,04,75,19,제주도
 2012,05,81,26,제주도
 2012,06,93,61,제주도
 2012,07,96,63,제주도
 2012,08,93,48,제주도
 2012,09,87,47,제주도
 2013,03,74,36,제주도
 2013,04,69,33,제주도
 2013,05,84,34,제주도
 2013,06,91,59,제주도
 2013,07,88,65,제주도
 2013,08,83,47,제주도
 2013,09,78,35,제주도
 2014,03,72,25,제주도
 2014,04,73,18,제주도
 2014,05,80,29,제주도
 2014,06,89,50,제주도
 2014,07,92,54,제주도
 2014,08,90,60,제주도
 2014,09,79,45,제주도
 2015,03,70,26,제주도
 2015,04,82,19,제주도
 2015,05,80,20,제주도
 2015,06,90,43,제주도
 2015,07,92,56,제주도
 2015,08,86,56,제주도
 2015,09,78,46,제주도
 2016,03,72,30,제주도
 2016,04,84,25,제주도
 2016,05,82,31,제주도
 2016,06,91,46,제주도
 2016,07,92,69,제주도
 2016,08,79,56,제주도
 2016,09,86,48,제주도
 2017,03,65,26,제주도
 2017,04,79,24,제주도
 2017,05,81,17,제주도
 2017,06,88,35,제주도
 2017,07,95,69,제주도
 2017,08,84,40,제주도
 2017,09,79,29,제주도
 2018,03,84,37,제주도
 2018,04,83,22,제주도
 2018,05,87,36,제주도
 2018,06,89,49,제주도
 2018,07,93,61,제주도
 2018,08,92,52,제주도
 2018,09,85,38,제주도
 2019,03,72,33,제주도
 2019,04,77,22,제주도
 2019,05,77,28,제주도
 2019,06,90,52,제주도
 2019,07,97,56,제주도
 2019,08,93,60,제주도
 2019,09,92,46,제주도
 2020,03,73,32,제주도
 2020,04,68,29,제주도
 2020,05,90,25,제주도
 2020,06,92,50,제주도
 2020,07,94,64,제주도
 2020,08,92,66,제주도
 2020,09,85,41,제주도
 2021,03,79,31,제주도
 2021,04,74,28,제주도
 2021,05,87,34,제주도
 2021,06,94,41,제주도
 2021,07,94,74,제주도
 2021,08,93,58,제주도
 2021,09,89,62,제주도
 2022,03,79,42,제주도
 2022,04,79,30,제주도
 2022,05,79,31,제주도
 2022,06,95,52,제주도
 2022,07,93,57,제주도
 2022,08,90,55,제주도
 2022,09,80,38,제주도
